Time	Current	U_Battery	U_2
1191528	0.08669	3.633	0.128
1191741	0.08669	3.617	0.127
1191954	0.08664	3.634	0.128
1192167	0.08674	3.615	0.127
1192379	0.08669	3.633	0.126
1192592	0.08669	3.632	0.128
1192804	0.08674	3.631	0.128
1193017	0.08669	3.615	0.125
1193230	0.08674	3.58	0.125
1193443	0.08674	3.58	0.125
1193655	0.08674	3.615	0.126
1193868	0.08669	3.613	0.126
1194081	0.08674	3.58	0.124
1194294	0.08674	3.615	0.127
1194507	0.08674	3.631	0.128
1194720	0.08674	3.617	0.125
1194932	0.0868	3.633	0.127
1195145	0.0868	3.633	0.127
1195358	0.0868	3.598	0.126
1195571	0.08674	3.633	0.127
1195784	0.0868	3.632	0.125
1195996	0.08674	3.599	0.125
1196209	0.0868	3.632	0.127
1196422	0.08674	3.615	0.127
1196635	0.08674	3.632	0.125
1196848	0.08674	3.632	0.127
1197061	0.0868	3.633	0.127
1197273	0.08674	3.615	0.126
1197486	0.0868	3.631	0.128
1197699	0.08669	3.615	0.126
1197912	0.08669	3.613	0.125
1198125	0.0868	3.632	0.128
1198338	0.0868	3.631	0.126
1198550	0.0868	3.597	0.125
1198763	0.0868	3.615	0.126
1198976	0.0868	3.615	0.127
1199189	0.0868	3.597	0.124
1199402	0.0868	3.597	0.125
1199615	0.08685	3.596	0.126
1199827	0.0868	3.596	0.124
1200040	0.0868	3.596	0.124
1200253	0.0868	3.613	0.126
1200466	0.0868	3.613	0.126
1200679	0.0868	3.631	0.127
1200891	0.08685	3.613	0.126
1201104	0.08685	3.613	0.127
1201317	0.0868	3.596	0.124
1201530	0.08691	3.612	0.127
1201743	0.0868	3.596	0.126
1201956	0.08685	3.595	0.124
1202168	0.08685	3.629	0.127
1202381	0.08685	3.596	0.125
1202594	0.08685	3.613	0.124
1202807	0.0868	3.594	0.124
1203020	0.0868	3.629	0.125
1203233	0.08685	3.629	0.126
1203445	0.0868	3.629	0.127
1203658	0.0868	3.612	0.125
1203871	0.08691	3.595	0.126
1204084	0.08691	3.578	0.125
1204297	0.08685	3.629	0.128
1204509	0.08685	3.594	0.125
1204722	0.08685	3.628	0.126
1204935	0.08685	3.629	0.128
1205148	0.08685	3.612	0.126
1205361	0.0868	3.611	0.125
1205574	0.08685	3.63	0.128
1205786	0.08685	3.629	0.126
1205999	0.08691	3.63	0.126
1206212	0.08691	3.612	0.126
1206425	0.08685	3.612	0.127
1206638	0.08691	3.595	0.124
1206851	0.08691	3.611	0.126
1207063	0.08691	3.594	0.126
1207276	0.0868	3.629	0.128
1207489	0.08685	3.612	0.126
1207702	0.08696	3.628	0.127
1207915	0.08691	3.628	0.126
1208127	0.08685	3.612	0.126
1208340	0.08685	3.611	0.126
1208553	0.08691	3.594	0.124
1208766	0.08685	3.628	0.128
1208979	0.08691	3.595	0.126
1209192	0.08691	3.594	0.126
1209404	0.08691	3.594	0.126
1209617	0.08685	3.629	0.128
1209830	0.08685	3.628	0.125
1210043	0.08702	3.628	0.127
1210256	0.08685	3.628	0.127
1210468	0.08691	3.627	0.127
1210680	0.08691	3.628	0.128
1210893	0.08685	3.61	0.126
1211106	0.08691	3.593	0.125
1211319	0.08691	3.627	0.126
1211532	0.08691	3.61	0.129
1211745	0.08691	3.61	0.126
1211957	0.08691	3.627	0.127
1212170	0.08691	3.628	0.128
1212383	0.08691	3.627	0.126
1212596	0.08691	3.627	0.126
1212809	0.08691	3.609	0.126
1213021	0.08696	3.609	0.125
1213234	0.08691	3.627	0.127
1213447	0.08696	3.625	0.126
1213660	0.08691	3.575	0.125
1213873	0.08685	3.593	0.126
1214086	0.08691	3.609	0.127
1214298	0.08685	3.626	0.127
1214511	0.08691	3.626	0.128
1214724	0.08691	3.626	0.128
1214937	0.08696	3.627	0.127
1215150	0.08691	3.609	0.125
1215363	0.08696	3.625	0.126
1215575	0.08691	3.609	0.128
1215788	0.08696	3.626	0.129
1216001	0.08696	3.626	0.126
1216214	0.08691	3.609	0.127
1216427	0.08691	3.573	0.125
1216639	0.08696	3.627	0.127
1216852	0.08691	3.627	0.127
1217065	0.08696	3.61	0.127
1217278	0.08696	3.627	0.127
1217491	0.08696	3.609	0.128
1217704	0.08685	3.626	0.128
1217916	0.08696	3.61	0.126
1218129	0.08691	3.626	0.126
1218342	0.08691	3.609	0.126
1218555	0.08691	3.609	0.126
1218768	0.08696	3.608	0.126
1218981	0.08696	3.625	0.126
1219193	0.08691	3.626	0.126
1219406	0.08696	3.574	0.125
1219619	0.08702	3.626	0.128
1219832	0.08696	3.626	0.126
1220045	0.08696	3.625	0.127
1220257	0.08696	3.624	0.127
1220470	0.08691	3.609	0.126
1220683	0.08702	3.624	0.127
1220896	0.08702	3.608	0.125
1221109	0.08696	3.609	0.127
1221322	0.08696	3.59	0.126
1221534	0.08702	3.625	0.127
1221747	0.08707	3.608	0.125
1221960	0.08702	3.59	0.127
1222173	0.08702	3.626	0.127
1222386	0.08702	3.59	0.125
1222599	0.08696	3.59	0.127
1222811	0.08702	3.608	0.126
1223024	0.08702	3.607	0.126
1223237	0.08702	3.589	0.127
1223450	0.08702	3.625	0.128
1223663	0.08707	3.606	0.125
1223875	0.08702	3.624	0.128
1224088	0.08696	3.607	0.125
1224301	0.08707	3.623	0.128
1224514	0.08707	3.624	0.127
1224727	0.08702	3.607	0.126
1224940	0.08702	3.606	0.126
1225152	0.08707	3.589	0.125
1225365	0.08702	3.606	0.126
1225578	0.08707	3.622	0.127
1225791	0.08707	3.623	0.128
1226004	0.08702	3.623	0.126
1226217	0.08702	3.622	0.127
1226429	0.08707	3.623	0.125
1226642	0.08712	3.605	0.126
1226855	0.08712	3.606	0.127
1227068	0.08702	3.605	0.126
1227281	0.08702	3.623	0.127
1227492	0.08702	3.624	0.127
1227705	0.08707	3.59	0.126
1227918	0.08702	3.589	0.126
1228131	0.08707	3.59	0.126
1228344	0.08702	3.606	0.126
1228557	0.08707	3.623	0.128
1228769	0.08712	3.623	0.127
1228982	0.08712	3.589	0.125
1229195	0.08712	3.623	0.128
1229408	0.08707	3.589	0.126
1229621	0.08702	3.622	0.127
1229834	0.08712	3.623	0.126
1230046	0.08702	3.623	0.128
1230259	0.08712	3.605	0.127
1230472	0.08707	3.589	0.126
1230685	0.08702	3.606	0.128
1230898	0.08707	3.605	0.128
1231111	0.08707	3.622	0.127
1231323	0.08707	3.622	0.127
1231536	0.08707	3.622	0.127
1231749	0.08707	3.622	0.126
1231962	0.08707	3.621	0.127
1232175	0.08707	3.622	0.126
1232387	0.08696	3.622	0.127
1232600	0.08712	3.623	0.128
1232813	0.08707	3.587	0.125
1233026	0.08707	3.622	0.127
1233239	0.08707	3.571	0.126
1233452	0.08702	3.623	0.127
1233664	0.08707	3.621	0.127
1233877	0.08712	3.603	0.126
1234090	0.08712	3.623	0.128
1234303	0.08707	3.622	0.127
1234516	0.08707	3.621	0.127
1234729	0.08707	3.604	0.125
1234941	0.08707	3.602	0.126
1235154	0.08712	3.621	0.128
1235367	0.08712	3.604	0.127
1235580	0.08712	3.57	0.125
1235793	0.08707	3.586	0.127
1236005	0.08707	3.603	0.125
1236218	0.08707	3.586	0.125
1236431	0.08718	3.586	0.126
1236644	0.08718	3.587	0.127
1236857	0.08712	3.602	0.126
1237070	0.08712	3.621	0.129
1237282	0.08707	3.62	0.128
1237495	0.08712	3.602	0.126
1237708	0.08718	3.569	0.125
1237921	0.08707	3.585	0.123
1238134	0.08707	3.568	0.126
1238347	0.08712	3.62	0.127
1238559	0.08712	3.621	0.128
1238772	0.08718	3.62	0.128
1238985	0.08718	3.604	0.126
1239198	0.08718	3.62	0.128
1239411	0.08718	3.604	0.127
1239623	0.08718	3.603	0.126
1239836	0.08712	3.587	0.126
1240049	0.08718	3.62	0.126
1240262	0.08712	3.587	0.127
1240475	0.08712	3.619	0.128
1240688	0.08712	3.586	0.127
1240900	0.08712	3.602	0.126
1241113	0.08718	3.62	0.129
1241326	0.08718	3.619	0.127
1241539	0.08723	3.621	0.128
1241752	0.08723	3.619	0.127
1241965	0.08718	3.603	0.125
1242177	0.08712	3.603	0.127
1242390	0.08723	3.603	0.127
1242603	0.08712	3.603	0.127
1242816	0.08712	3.618	0.127
1243029	0.08718	3.585	0.126
1243241	0.08712	3.585	0.126
1243454	0.08718	3.619	0.126
1243667	0.08723	3.602	0.126
1243880	0.08718	3.619	0.125
1244093	0.08723	3.617	0.127
1244306	0.08723	3.619	0.128
1244518	0.08718	3.601	0.127
1244731	0.08718	3.618	0.126
1244944	0.08718	3.602	0.127
1245156	0.08723	3.601	0.126
1245369	0.08729	3.567	0.126
1245582	0.08718	3.567	0.125
1245794	0.08723	3.601	0.127
1246007	0.08723	3.585	0.126
1246220	0.08729	3.584	0.126
1246433	0.08718	3.617	0.128
1246646	0.08718	3.618	0.128
1246858	0.08718	3.584	0.126
1247071	0.08718	3.566	0.125
1247284	0.08718	3.6	0.127
1247497	0.08718	3.583	0.126
1247710	0.08723	3.6	0.127
1247923	0.08712	3.618	0.128
1248135	0.08723	3.601	0.126
1248348	0.08712	3.617	0.128
1248561	0.08712	3.6	0.127
1248774	0.08718	3.583	0.126
1248987	0.08723	3.617	0.127
1249200	0.08723	3.617	0.128
1249412	0.08723	3.602	0.127
1249625	0.08718	3.567	0.126
1249838	0.08718	3.619	0.128
1250051	0.08729	3.601	0.127
1250264	0.08723	3.601	0.127
1250476	0.08723	3.601	0.127
1250689	0.08729	3.617	0.128
1250902	0.08723	3.601	0.125
1251115	0.08723	3.617	0.127
1251328	0.08723	3.618	0.129
1251541	0.08729	3.601	0.128
1251753	0.08729	3.583	0.125
1251966	0.08723	3.617	0.127
1252179	0.08718	3.617	0.127
1252392	0.08729	3.617	0.128
1252605	0.08723	3.617	0.127
1252818	0.08718	3.566	0.126
1253030	0.08723	3.582	0.125
1253243	0.08723	3.6	0.127
1253456	0.08723	3.617	0.128
1253669	0.08723	3.582	0.125
1253882	0.08729	3.599	0.126
1254094	0.08723	3.617	0.127
1254307	0.08723	3.616	0.127
1254520	0.08723	3.599	0.128
1254733	0.08729	3.599	0.128
1254946	0.08723	3.615	0.126
1255159	0.08729	3.599	0.127
1255371	0.08734	3.616	0.128
1255584	0.08729	3.598	0.127
1255797	0.08723	3.6	0.127
1256010	0.08729	3.615	0.128
1256223	0.08723	3.599	0.127
1256436	0.08729	3.599	0.125
1256648	0.08734	3.597	0.126
1256861	0.08723	3.599	0.127
1257074	0.08729	3.563	0.126
1257287	0.08729	3.581	0.126
1257500	0.08729	3.615	0.129
1257712	0.08729	3.597	0.126
1257925	0.08723	3.614	0.126
1258138	0.08729	3.582	0.127
1258351	0.08734	3.563	0.124
1258564	0.08729	3.614	0.128
1258777	0.08723	3.614	0.127
1258989	0.08729	3.615	0.127
1259202	0.08723	3.598	0.126
1259415	0.08729	3.58	0.125
1259628	0.08729	3.613	0.127
1259841	0.08729	3.581	0.126
1260054	0.08729	3.614	0.128
1260266	0.08734	3.597	0.125
1260479	0.08723	3.616	0.128
1260692	0.08734	3.616	0.128
1260905	0.08729	3.615	0.128
1261118	0.08734	3.598	0.127
1261330	0.08734	3.614	0.128
1261543	0.08734	3.598	0.128
1261756	0.0874	3.616	0.128
1261969	0.08729	3.613	0.127
1262182	0.08734	3.597	0.127
1262395	0.08734	3.614	0.128
1262606	0.08734	3.597	0.128
1262819	0.08734	3.616	0.128
1263032	0.08734	3.614	0.127
1263245	0.08729	3.613	0.128
1263458	0.08734	3.58	0.126
1263671	0.08734	3.614	0.128
1263883	0.08734	3.613	0.127
1264096	0.08734	3.597	0.127
1264309	0.08734	3.579	0.126
1264522	0.08729	3.613	0.127
1264735	0.0874	3.596	0.127
1264947	0.08734	3.596	0.126
1265160	0.08734	3.613	0.129
1265373	0.08734	3.597	0.126
1265586	0.08723	3.578	0.127
1265799	0.0874	3.58	0.126
1266012	0.0874	3.613	0.127
1266224	0.08734	3.578	0.126
1266437	0.08729	3.596	0.127
1266650	0.08734	3.595	0.127
1266863	0.08734	3.562	0.127
1267076	0.08734	3.578	0.125
1267289	0.0874	3.578	0.126
1267501	0.08734	3.612	0.127
1267714	0.0874	3.578	0.126
1267927	0.08745	3.595	0.127
1268140	0.0874	3.595	0.126
1268353	0.08734	3.578	0.126
1268565	0.08745	3.595	0.127
1268778	0.08734	3.595	0.126
1268991	0.08734	3.577	0.126
1269204	0.08745	3.611	0.127
1269417	0.08734	3.612	0.127
1269630	0.08734	3.611	0.128
1269842	0.0874	3.594	0.127
1270055	0.0874	3.612	0.126
1270268	0.0874	3.594	0.125
1270481	0.0874	3.61	0.127
1270694	0.0874	3.561	0.125
1270907	0.08734	3.611	0.129
1271119	0.0874	3.613	0.128
1271332	0.08734	3.594	0.127
1271545	0.08745	3.612	0.127
1271758	0.0874	3.578	0.126
1271971	0.08745	3.611	0.128
1272183	0.08745	3.613	0.129
1272396	0.0874	3.595	0.128
1272609	0.08734	3.612	0.127
1272822	0.08745	3.578	0.126
1273035	0.08745	3.577	0.126
1273248	0.0874	3.593	0.127
1273460	0.0874	3.61	0.127
1273673	0.0874	3.593	0.126
1273886	0.08745	3.577	0.127
1274099	0.0874	3.56	0.127
1274312	0.0874	3.611	0.127
1274525	0.08745	3.61	0.127
1274737	0.0874	3.594	0.127
1274950	0.08745	3.611	0.128
1275163	0.08745	3.611	0.127
1275376	0.0875	3.611	0.127
1275589	0.0874	3.593	0.128
1275801	0.08745	3.611	0.128
1276014	0.0875	3.593	0.126
1276227	0.08745	3.576	0.126
1276440	0.08745	3.593	0.127
1276653	0.0874	3.594	0.126
1276866	0.08745	3.61	0.127
1277078	0.08745	3.611	0.128
1277291	0.08745	3.559	0.127
1277504	0.08745	3.609	0.129
1277717	0.0875	3.61	0.126
1277930	0.08745	3.592	0.126
1278143	0.0875	3.592	0.128
1278355	0.08745	3.56	0.126
1278568	0.08745	3.592	0.126
1278781	0.08745	3.575	0.126
1278994	0.08745	3.576	0.127
1279207	0.08745	3.592	0.128
1279419	0.0875	3.557	0.124
1279632	0.08745	3.574	0.125
1279844	0.08745	3.591	0.127
1280057	0.08745	3.609	0.129
1280270	0.0875	3.609	0.128
1280483	0.08745	3.591	0.128
1280695	0.0875	3.609	0.127
1280908	0.08745	3.573	0.125
1281121	0.08745	3.608	0.128
1281334	0.0875	3.592	0.125
1281547	0.0875	3.608	0.127
1281760	0.0875	3.574	0.127
1281972	0.08756	3.611	0.129
1282185	0.08756	3.592	0.127
1282398	0.08756	3.609	0.128
1282611	0.0875	3.559	0.127
1282824	0.08745	3.592	0.127
1283036	0.08745	3.575	0.126
1283249	0.0875	3.609	0.128
1283462	0.0875	3.609	0.128
1283675	0.0875	3.609	0.127
1283888	0.08756	3.591	0.127
1284101	0.0875	3.574	0.125
1284313	0.08745	3.575	0.127
1284526	0.08756	3.592	0.127
1284739	0.08761	3.608	0.128
1284952	0.08745	3.609	0.128
1285165	0.08756	3.573	0.126
1285378	0.0875	3.575	0.127
1285590	0.08745	3.591	0.125
1285803	0.0875	3.606	0.127
1286016	0.08756	3.591	0.126
1286229	0.08756	3.557	0.127
1286442	0.0875	3.607	0.128
1286654	0.0875	3.609	0.128
1286867	0.0875	3.607	0.128
1287080	0.08756	3.59	0.126
1287293	0.08756	3.591	0.129
1287506	0.08756	3.607	0.128
1287719	0.08756	3.607	0.127
1287931	0.08756	3.573	0.127
1288144	0.08756	3.556	0.126
1288357	0.08756	3.59	0.126
1288570	0.0875	3.606	0.128
1288783	0.0875	3.606	0.127
1288996	0.0875	3.606	0.127
1289208	0.08756	3.589	0.127
1289421	0.0875	3.589	0.127
1289634	0.08756	3.59	0.128
1289847	0.08756	3.572	0.128
1290060	0.08756	3.589	0.128
1290272	0.0875	3.606	0.128
1290485	0.08761	3.573	0.127
1290698	0.0875	3.606	0.128
1290911	0.08761	3.573	0.128
1291124	0.08756	3.606	0.129
1291337	0.08756	3.589	0.128
1291549	0.08756	3.606	0.127
1291762	0.0875	3.605	0.128
1291975	0.08756	3.588	0.128
1292188	0.08756	3.606	0.129
1292401	0.08761	3.588	0.127
1292614	0.08761	3.571	0.127
1292826	0.08756	3.606	0.128
1293039	0.08761	3.606	0.128
1293252	0.08761	3.589	0.128
1293465	0.08756	3.572	0.126
1293678	0.08756	3.589	0.127
1293890	0.08761	3.606	0.127
1294103	0.08761	3.554	0.125
1294316	0.08761	3.606	0.128
1294529	0.08761	3.59	0.127
1294742	0.08761	3.571	0.128
1294955	0.08761	3.573	0.127
1295167	0.0875	3.606	0.129
1295380	0.08761	3.571	0.126
1295593	0.08756	3.605	0.127
1295806	0.08756	3.604	0.129
1296019	0.08761	3.606	0.128
1296232	0.08767	3.571	0.126
1296444	0.08761	3.605	0.128
1296657	0.08761	3.604	0.127
1296870	0.08756	3.604	0.128
1297083	0.08761	3.587	0.127
1297296	0.08761	3.588	0.128
1297507	0.08761	3.571	0.126
1297720	0.08756	3.603	0.128
1297933	0.08761	3.605	0.128
1298146	0.08756	3.606	0.129
1298359	0.08756	3.604	0.128
1298572	0.08767	3.554	0.126
1298784	0.08761	3.604	0.128
1298997	0.08756	3.605	0.128
1299210	0.08767	3.552	0.126
1299423	0.08761	3.605	0.128
1299636	0.08767	3.603	0.127
1299849	0.08761	3.605	0.127
1300061	0.08761	3.604	0.129
1300274	0.08767	3.603	0.128
1300487	0.08761	3.57	0.127
1300700	0.08761	3.585	0.127
1300913	0.08767	3.604	0.128
1301125	0.08767	3.603	0.127
1301338	0.08767	3.603	0.128
1301551	0.08767	3.604	0.129
1301764	0.08767	3.568	0.125
1301977	0.08767	3.603	0.128
1302190	0.08767	3.568	0.126
1302402	0.08767	3.552	0.127
1302615	0.08767	3.569	0.126
1302828	0.08767	3.602	0.128
1303041	0.08767	3.584	0.128
1303254	0.08767	3.603	0.127
1303467	0.08767	3.569	0.127
1303679	0.08761	3.586	0.125
1303892	0.08761	3.604	0.128
1304105	0.08767	3.586	0.128
1304318	0.08767	3.605	0.127
1304531	0.08772	3.603	0.127
1304743	0.08772	3.585	0.128
1304956	0.08767	3.586	0.127
1305169	0.08772	3.552	0.125
1305382	0.08767	3.602	0.127
1305595	0.08767	3.602	0.128
1305808	0.08767	3.569	0.127
1306020	0.08772	3.602	0.129
1306233	0.08772	3.603	0.129
1306446	0.08772	3.603	0.128
1306659	0.08772	3.585	0.127
1306872	0.08772	3.603	0.129
1307085	0.08767	3.601	0.127
1307297	0.08772	3.602	0.129
1307510	0.08772	3.585	0.128
1307723	0.08772	3.602	0.127
1307936	0.08778	3.585	0.128
1308149	0.08767	3.551	0.125
1308361	0.08772	3.602	0.128
1308574	0.08767	3.602	0.127
1308787	0.08767	3.568	0.127
1309000	0.08772	3.55	0.127
1309213	0.08772	3.601	0.128
1309426	0.08772	3.584	0.126
1309638	0.08772	3.601	0.128
1309851	0.08778	3.568	0.127
1310064	0.08767	3.601	0.129
1310277	0.08778	3.601	0.129
1310490	0.08772	3.55	0.127
1310703	0.08778	3.601	0.128
1310915	0.08772	3.585	0.127
1311128	0.08767	3.567	0.126
1311341	0.08767	3.6	0.128
1311554	0.08778	3.584	0.128
1311767	0.08772	3.583	0.127
1311979	0.08772	3.583	0.127
1312192	0.08778	3.601	0.128
1312405	0.08772	3.601	0.127
1312618	0.08772	3.601	0.129
1312831	0.08772	3.6	0.128
1313044	0.08772	3.599	0.128
1313256	0.08772	3.584	0.128
1313469	0.08772	3.549	0.125
1313682	0.08778	3.582	0.127
1313895	0.08772	3.6	0.129
1314108	0.08778	3.599	0.127
1314321	0.08772	3.6	0.128
1314532	0.08778	3.567	0.127
1314745	0.08772	3.601	0.13
1314958	0.08778	3.6	0.127
1315171	0.08772	3.584	0.127
1315384	0.08778	3.6	0.128
1315596	0.08772	3.583	0.127
1315809	0.08772	3.6	0.128
1316022	0.08778	3.6	0.128
1316235	0.08778	3.583	0.126
1316448	0.08778	3.6	0.128
1316661	0.08778	3.6	0.128
1316873	0.08772	3.582	0.127
1317086	0.08778	3.582	0.127
1317299	0.08778	3.582	0.128
1317512	0.08772	3.599	0.127
1317725	0.08778	3.566	0.127
1317938	0.08772	3.565	0.126
1318150	0.08778	3.599	0.128
1318363	0.08772	3.599	0.128
1318576	0.08772	3.565	0.126
1318789	0.08783	3.599	0.128
1319002	0.08778	3.565	0.126
1319214	0.08783	3.598	0.128
1319427	0.08783	3.599	0.127
1319640	0.08778	3.599	0.128
1319853	0.08778	3.6	0.129
1320066	0.08778	3.565	0.127
1320279	0.08778	3.564	0.127
1320491	0.08783	3.597	0.128
1320704	0.08778	3.599	0.128
1320917	0.08772	3.548	0.127
1321130	0.08783	3.597	0.127
1321343	0.08783	3.582	0.128
1321556	0.08783	3.581	0.127
1321768	0.08778	3.581	0.126
1321981	0.08783	3.564	0.126
1322194	0.08783	3.547	0.125
1322407	0.08783	3.564	0.126
1322620	0.08778	3.599	0.128
1322832	0.08783	3.597	0.127
1323045	0.08778	3.598	0.128
1323258	0.08783	3.58	0.127
1323471	0.08783	3.581	0.128
1323684	0.08778	3.547	0.127
1323897	0.08778	3.598	0.128
1324109	0.08788	3.581	0.128
1324322	0.08783	3.598	0.129
1324535	0.08788	3.581	0.128
1324748	0.08783	3.563	0.127
1324961	0.08788	3.598	0.128
1325174	0.08778	3.58	0.128
1325386	0.08783	3.58	0.127
1325599	0.08778	3.564	0.126
1325812	0.08783	3.547	0.127
1326025	0.08783	3.582	0.129
1326238	0.08783	3.599	0.129
1326450	0.08788	3.581	0.128
1326663	0.08783	3.564	0.126
1326876	0.08783	3.564	0.127
1327089	0.08783	3.597	0.127
1327302	0.08783	3.598	0.129
1327515	0.08778	3.597	0.129
1327727	0.08783	3.597	0.128
1327940	0.08783	3.597	0.127
1328153	0.08788	3.597	0.128
1328366	0.08788	3.597	0.128
1328579	0.08783	3.596	0.128
1328792	0.08783	3.596	0.128
1329004	0.08788	3.563	0.126
1329217	0.08788	3.58	0.126
1329430	0.08788	3.579	0.127
1329643	0.08783	3.562	0.126
1329856	0.08783	3.562	0.126
1330068	0.08783	3.58	0.129
1330281	0.08788	3.563	0.126
1330494	0.08788	3.595	0.128
1330707	0.08788	3.596	0.127
1330920	0.08783	3.596	0.128
1331133	0.08783	3.563	0.127
1331345	0.08783	3.563	0.127
1331558	0.08788	3.595	0.128
1331771	0.08783	3.578	0.127
1331984	0.08794	3.545	0.126
1332196	0.08788	3.562	0.127
1332409	0.08794	3.595	0.128
1332621	0.08788	3.579	0.128
1332834	0.08794	3.596	0.129
1333047	0.08788	3.578	0.127
1333260	0.08788	3.596	0.129
1333473	0.08788	3.577	0.127
1333685	0.08788	3.579	0.128
1333898	0.08783	3.595	0.128
1334111	0.08794	3.595	0.128
1334324	0.08788	3.579	0.128
1334537	0.08788	3.559	0.125
1334750	0.08788	3.594	0.127
1334962	0.08794	3.595	0.128
1335175	0.08794	3.561	0.127
1335388	0.08783	3.577	0.129
1335601	0.08788	3.596	0.128
1335814	0.08794	3.594	0.128
1336027	0.08794	3.576	0.126
1336239	0.08788	3.596	0.126
1336452	0.08788	3.578	0.127
1336665	0.08794	3.595	0.126
1336878	0.08794	3.578	0.128
1337091	0.08794	3.578	0.128
1337303	0.08794	3.595	0.128
1337516	0.08794	3.596	0.127
1337729	0.08788	3.595	0.128
1337942	0.08794	3.578	0.127
1338155	0.08788	3.594	0.127
1338368	0.08794	3.561	0.127
1338580	0.08799	3.562	0.127
1338793	0.08794	3.577	0.128
1339006	0.08794	3.595	0.127
1339219	0.08794	3.594	0.128
1339432	0.08799	3.575	0.126
1339645	0.08794	3.595	0.13
1339857	0.08794	3.594	0.128
1340070	0.08794	3.559	0.125
1340283	0.08794	3.593	0.127
1340496	0.08794	3.577	0.127
1340709	0.08794	3.593	0.128
1340922	0.08799	3.593	0.127
1341134	0.08794	3.575	0.126
1341347	0.08794	3.576	0.127
1341560	0.08799	3.578	0.127
1341773	0.08799	3.593	0.129
1341986	0.08799	3.577	0.129
1342199	0.08794	3.594	0.128
1342411	0.08794	3.593	0.128
1342624	0.08799	3.593	0.128
1342837	0.08805	3.576	0.128
1343050	0.08799	3.591	0.127
1343263	0.08794	3.559	0.126
1343475	0.08799	3.592	0.127
1343688	0.08794	3.591	0.128
1343901	0.08794	3.592	0.129
1344114	0.08799	3.559	0.127
1344327	0.08788	3.575	0.128
1344540	0.08799	3.592	0.128
1344752	0.08799	3.592	0.129
1344965	0.08799	3.575	0.128
1345178	0.08805	3.592	0.13
1345391	0.08799	3.591	0.127
1345604	0.08799	3.558	0.127
1345817	0.08805	3.592	0.127
1346029	0.08805	3.591	0.127
1346242	0.08799	3.591	0.128
1346455	0.08799	3.557	0.126
1346668	0.08799	3.574	0.128
1346881	0.08805	3.558	0.127
1347093	0.08799	3.558	0.128
1347306	0.08799	3.593	0.129
1347519	0.08794	3.575	0.127
1347732	0.08799	3.575	0.128
1347945	0.08799	3.593	0.129
1348158	0.08799	3.576	0.128
1348370	0.08799	3.591	0.128
1348583	0.08799	3.576	0.128
1348796	0.08805	3.575	0.129
1349009	0.08799	3.591	0.128
1349222	0.08805	3.592	0.129
1349435	0.08799	3.575	0.128
1349646	0.08799	3.591	0.128
1349859	0.0881	3.593	0.129
1350072	0.08799	3.541	0.126
1350285	0.08805	3.574	0.128
1350498	0.08805	3.557	0.125
1350710	0.08805	3.557	0.126
1350923	0.08799	3.591	0.127
1351136	0.08805	3.591	0.129
1351349	0.08799	3.573	0.126
1351562	0.08799	3.557	0.127
1351775	0.0881	3.558	0.126
1351987	0.08805	3.573	0.126
1352200	0.08805	3.591	0.129
1352413	0.08805	3.557	0.127
1352626	0.0881	3.572	0.128
1352839	0.08805	3.591	0.129
1353052	0.08805	3.591	0.128
1353264	0.08805	3.573	0.127
1353477	0.0881	3.591	0.128
1353690	0.08805	3.59	0.128
1353903	0.08815	3.573	0.126
1354116	0.08805	3.59	0.127
1354328	0.08805	3.539	0.126
1354541	0.0881	3.537	0.126
1354754	0.0881	3.59	0.128
1354967	0.08805	3.572	0.128
1355180	0.08799	3.589	0.129
1355393	0.08805	3.589	0.127
1355605	0.0881	3.588	0.127
1355818	0.0881	3.59	0.128
1356031	0.08805	3.573	0.129
1356244	0.0881	3.588	0.127
1356457	0.0881	3.555	0.127
1356670	0.0881	3.588	0.128
1356882	0.0881	3.589	0.129
1357095	0.0881	3.555	0.126
1357308	0.0881	3.571	0.127
1357521	0.0881	3.571	0.128
1357734	0.0881	3.555	0.126
1357946	0.0881	3.572	0.128
1358159	0.08815	3.557	0.127
1358372	0.0881	3.573	0.128
1358585	0.08815	3.589	0.128
1358798	0.0881	3.589	0.127
1359011	0.08805	3.573	0.129
1359223	0.08805	3.555	0.128
1359436	0.08815	3.572	0.127
1359649	0.08805	3.59	0.128
1359862	0.0881	3.572	0.127
1360075	0.08815	3.556	0.126
1360288	0.0881	3.571	0.126
1360500	0.0881	3.588	0.128
1360713	0.0881	3.589	0.128
1360926	0.08805	3.588	0.129
1361139	0.08805	3.589	0.129
1361352	0.0881	3.59	0.128
1361564	0.0881	3.571	0.127
1361777	0.0881	3.588	0.128
1361990	0.08815	3.572	0.127
1362203	0.08815	3.553	0.127
1362416	0.08815	3.571	0.128
1362629	0.0881	3.588	0.128
1362841	0.0881	3.588	0.128
1363054	0.0881	3.588	0.128
1363267	0.08815	3.57	0.127
1363480	0.08815	3.569	0.127
1363693	0.08815	3.588	0.129
1363906	0.08815	3.553	0.128
1364118	0.0881	3.588	0.128
1364331	0.08815	3.588	0.129
1364544	0.08815	3.57	0.128
1364757	0.0881	3.569	0.128
1364970	0.08815	3.57	0.127
1365182	0.08815	3.586	0.128
1365395	0.0881	3.587	0.129
1365608	0.08815	3.57	0.127
1365821	0.08815	3.554	0.127
1366034	0.08815	3.587	0.128
1366247	0.08815	3.57	0.128
