Time	Current	U_Battery	U_2
370828	0.08013	3.852	0.117
371040	0.08013	3.853	0.116
371253	0.08013	3.834	0.115
371466	0.08013	3.853	0.116
371679	0.08013	3.852	0.117
371891	0.08013	3.853	0.116
372104	0.08018	3.852	0.117
372317	0.08013	3.834	0.115
372530	0.08013	3.853	0.116
372743	0.08013	3.836	0.115
372955	0.08013	3.853	0.116
373168	0.08018	3.835	0.116
373381	0.08018	3.817	0.115
373594	0.08013	3.834	0.115
373807	0.08013	3.817	0.114
374019	0.08007	3.835	0.115
374232	0.08013	3.852	0.116
374445	0.08013	3.816	0.114
374658	0.08018	3.853	0.117
374871	0.08013	3.835	0.115
375083	0.08013	3.835	0.116
375296	0.08018	3.834	0.115
375509	0.08013	3.816	0.115
375722	0.08018	3.852	0.115
375935	0.08013	3.834	0.115
376147	0.08013	3.852	0.115
376360	0.08018	3.852	0.116
376573	0.08018	3.833	0.116
376786	0.08018	3.852	0.116
376998	0.08013	3.852	0.116
377211	0.08018	3.832	0.116
377424	0.08018	3.852	0.115
377637	0.08018	3.852	0.117
377850	0.08018	3.851	0.115
378062	0.08018	3.85	0.117
378275	0.08018	3.833	0.116
378488	0.08018	3.85	0.116
378701	0.08018	3.851	0.116
378914	0.08013	3.832	0.114
379126	0.08018	3.851	0.117
379339	0.08023	3.813	0.115
379552	0.08013	3.85	0.116
379765	0.08018	3.832	0.116
379977	0.08023	3.852	0.115
380190	0.08018	3.852	0.116
380403	0.08013	3.833	0.116
380616	0.08018	3.833	0.115
380829	0.08023	3.851	0.116
381041	0.08018	3.852	0.115
381254	0.08023	3.852	0.116
381467	0.08018	3.851	0.117
381680	0.08018	3.851	0.117
381893	0.08023	3.851	0.116
382105	0.08018	3.814	0.116
382318	0.08023	3.852	0.115
382531	0.08029	3.832	0.116
382744	0.08018	3.814	0.116
382957	0.08018	3.852	0.116
383169	0.08023	3.832	0.115
383382	0.08023	3.85	0.116
383595	0.08018	3.85	0.117
383808	0.08018	3.832	0.115
384020	0.08023	3.832	0.115
384233	0.08018	3.832	0.116
384446	0.08023	3.849	0.116
384659	0.08018	3.851	0.116
384872	0.08023	3.831	0.115
385084	0.08018	3.849	0.116
385297	0.08023	3.849	0.116
385510	0.08023	3.831	0.115
385723	0.08023	3.813	0.114
385936	0.08023	3.832	0.116
386147	0.08023	3.85	0.117
386360	0.08023	3.849	0.116
386573	0.08023	3.85	0.116
386786	0.08023	3.812	0.115
386998	0.08023	3.849	0.117
387211	0.08023	3.832	0.115
387424	0.08023	3.832	0.115
387637	0.08023	3.832	0.115
387850	0.08023	3.849	0.116
388062	0.08018	3.832	0.115
388275	0.08018	3.85	0.115
388488	0.08023	3.849	0.116
388701	0.08023	3.812	0.115
388913	0.08023	3.851	0.115
389126	0.08023	3.849	0.116
389339	0.08023	3.83	0.115
389552	0.08023	3.831	0.116
389765	0.08018	3.831	0.115
389977	0.08029	3.848	0.116
390190	0.08018	3.829	0.115
390403	0.08029	3.848	0.117
390616	0.08029	3.848	0.117
390828	0.08023	3.812	0.115
391041	0.08023	3.848	0.116
391254	0.08029	3.83	0.116
391467	0.08023	3.848	0.116
391680	0.08029	3.847	0.116
391892	0.08029	3.848	0.117
392105	0.08029	3.848	0.117
392318	0.08023	3.847	0.117
392531	0.08023	3.848	0.116
392744	0.0804	3.846	0.117
392956	0.08029	3.829	0.116
393169	0.08023	3.848	0.115
393382	0.08029	3.846	0.116
393595	0.08029	3.847	0.116
393808	0.08034	3.829	0.115
394020	0.08029	3.846	0.116
394233	0.08029	3.793	0.114
394446	0.08029	3.83	0.117
394659	0.08029	3.847	0.116
394871	0.08029	3.812	0.115
395084	0.08034	3.848	0.116
395297	0.08034	3.848	0.115
395510	0.08029	3.83	0.115
395723	0.08029	3.83	0.115
395935	0.08034	3.848	0.115
396148	0.08034	3.848	0.116
396361	0.08029	3.846	0.115
396574	0.08034	3.847	0.116
396787	0.08034	3.829	0.115
396999	0.08034	3.828	0.116
397212	0.08029	3.829	0.115
397425	0.08029	3.847	0.115
397638	0.08034	3.845	0.116
397850	0.08034	3.847	0.115
398063	0.08034	3.828	0.115
398276	0.08029	3.847	0.115
398489	0.08034	3.828	0.116
398702	0.08034	3.846	0.117
398914	0.08034	3.809	0.116
399127	0.0804	3.811	0.115
399340	0.08034	3.845	0.116
399553	0.08034	3.846	0.116
399766	0.0804	3.846	0.116
399978	0.08034	3.844	0.116
400191	0.08034	3.828	0.115
400404	0.0804	3.845	0.116
400617	0.0804	3.808	0.114
400829	0.08034	3.827	0.115
401042	0.08034	3.844	0.116
401255	0.08034	3.845	0.116
401468	0.08029	3.828	0.116
401681	0.0804	3.846	0.115
401892	0.08034	3.846	0.117
402105	0.08034	3.81	0.115
402318	0.08034	3.845	0.117
402531	0.0804	3.828	0.116
402744	0.08034	3.846	0.116
402956	0.0804	3.844	0.116
403169	0.08029	3.827	0.116
403382	0.0804	3.846	0.116
403595	0.0804	3.809	0.114
403808	0.0804	3.845	0.117
404020	0.0804	3.845	0.116
404233	0.08034	3.845	0.116
404446	0.0804	3.809	0.114
404659	0.0804	3.827	0.116
404871	0.08034	3.844	0.116
405084	0.0804	3.808	0.114
405297	0.0804	3.844	0.116
405510	0.08045	3.845	0.116
405723	0.0804	3.827	0.116
405935	0.08034	3.825	0.115
406148	0.0804	3.808	0.115
406361	0.08034	3.845	0.116
406574	0.0804	3.825	0.116
406787	0.08034	3.844	0.116
406999	0.0804	3.807	0.115
407212	0.0804	3.825	0.115
407425	0.0804	3.808	0.114
407638	0.08045	3.825	0.115
407850	0.0804	3.825	0.116
408063	0.08045	3.844	0.116
408276	0.08045	3.843	0.115
408489	0.0804	3.843	0.117
408702	0.08045	3.843	0.115
408914	0.0804	3.824	0.116
409127	0.08034	3.826	0.116
409340	0.0804	3.825	0.116
409553	0.08045	3.842	0.117
409766	0.0804	3.844	0.115
409978	0.08051	3.844	0.117
410191	0.0804	3.844	0.116
410404	0.0804	3.825	0.115
410617	0.0804	3.843	0.117
410829	0.08045	3.843	0.116
411042	0.0804	3.844	0.117
411255	0.08045	3.842	0.116
411468	0.0804	3.825	0.115
411681	0.08045	3.825	0.116
411893	0.08045	3.806	0.115
412106	0.08051	3.843	0.117
412319	0.08045	3.843	0.117
412532	0.08051	3.842	0.116
412745	0.08045	3.843	0.116
412957	0.08051	3.842	0.116
413170	0.08045	3.824	0.116
413383	0.08045	3.824	0.115
413596	0.08045	3.841	0.116
413808	0.08045	3.841	0.117
414021	0.08045	3.823	0.116
414234	0.08051	3.841	0.116
414447	0.08051	3.842	0.115
414660	0.08045	3.842	0.116
414872	0.08045	3.805	0.115
415085	0.08045	3.84	0.116
415298	0.08045	3.842	0.116
415511	0.08051	3.84	0.115
415724	0.08051	3.823	0.116
415936	0.08051	3.804	0.116
416149	0.08051	3.804	0.116
416362	0.08045	3.843	0.115
416575	0.08056	3.842	0.116
416788	0.08051	3.842	0.117
417000	0.08051	3.825	0.115
417213	0.08045	3.805	0.115
417426	0.08051	3.841	0.117
417639	0.08051	3.841	0.116
417851	0.08056	3.805	0.116
418064	0.08045	3.842	0.116
418276	0.08051	3.841	0.116
418489	0.08051	3.84	0.117
418702	0.08056	3.842	0.117
418914	0.08051	3.823	0.116
419127	0.08056	3.804	0.114
419340	0.08051	3.805	0.115
419553	0.08051	3.839	0.117
419766	0.08056	3.84	0.116
419978	0.08051	3.787	0.113
420191	0.08056	3.84	0.115
420404	0.08051	3.84	0.116
420617	0.08045	3.84	0.116
420829	0.08051	3.839	0.116
421042	0.08051	3.822	0.115
421255	0.08056	3.84	0.116
421468	0.08056	3.839	0.117
421681	0.08051	3.84	0.116
421893	0.08056	3.84	0.115
422106	0.08051	3.84	0.115
422319	0.08051	3.822	0.116
422532	0.08061	3.839	0.116
422745	0.08051	3.838	0.117
422957	0.08056	3.839	0.115
423170	0.08056	3.84	0.116
423383	0.08061	3.839	0.116
423596	0.08051	3.804	0.115
423808	0.08051	3.803	0.117
424021	0.08056	3.839	0.116
424234	0.08051	3.805	0.114
424447	0.08056	3.84	0.116
424660	0.08051	3.821	0.116
424872	0.08056	3.839	0.116
425085	0.08061	3.839	0.117
425298	0.08061	3.839	0.116
425511	0.08056	3.839	0.116
425724	0.08056	3.84	0.116
425936	0.08056	3.822	0.116
426149	0.08056	3.838	0.117
426362	0.08056	3.839	0.116
426575	0.08056	3.839	0.116
426787	0.08061	3.802	0.115
427000	0.08056	3.838	0.116
427213	0.08061	3.82	0.116
427426	0.08051	3.838	0.116
427639	0.08061	3.82	0.115
427851	0.08056	3.839	0.116
428064	0.08061	3.837	0.117
428277	0.08061	3.839	0.116
428490	0.08056	3.838	0.116
428703	0.08061	3.819	0.115
428915	0.08061	3.82	0.116
429128	0.08061	3.819	0.115
429341	0.08056	3.819	0.116
429554	0.08056	3.837	0.116
429766	0.08061	3.837	0.116
429979	0.08061	3.819	0.117
430192	0.08067	3.836	0.117
430405	0.08061	3.836	0.117
430618	0.08067	3.838	0.116
430830	0.08061	3.837	0.116
431043	0.08061	3.82	0.115
431256	0.08067	3.82	0.116
431469	0.08061	3.838	0.116
431682	0.08067	3.837	0.116
431894	0.08067	3.838	0.116
432107	0.08061	3.836	0.117
432320	0.08061	3.819	0.116
432533	0.08067	3.837	0.118
432745	0.08056	3.818	0.117
432958	0.08067	3.837	0.116
433171	0.08056	3.819	0.115
433384	0.08067	3.819	0.116
433597	0.08067	3.838	0.115
433809	0.08061	3.8	0.115
434022	0.08061	3.835	0.117
434235	0.08056	3.837	0.117
434448	0.08056	3.819	0.114
434660	0.08067	3.836	0.117
434872	0.08067	3.837	0.116
435085	0.08061	3.799	0.115
435298	0.08061	3.818	0.116
435511	0.08067	3.836	0.116
435724	0.08067	3.836	0.116
435936	0.08061	3.836	0.116
436149	0.08067	3.836	0.116
436362	0.08067	3.836	0.117
436575	0.08067	3.836	0.116
436787	0.08067	3.817	0.116
437000	0.08061	3.817	0.116
437213	0.08072	3.836	0.116
437426	0.08067	3.835	0.116
437639	0.08067	3.818	0.115
437851	0.08067	3.817	0.116
438064	0.08067	3.797	0.115
438277	0.08072	3.818	0.116
438490	0.08067	3.836	0.117
438702	0.08072	3.818	0.116
438915	0.08061	3.836	0.116
439128	0.08067	3.836	0.116
439341	0.08072	3.817	0.115
439554	0.08072	3.836	0.115
439766	0.08072	3.836	0.117
439979	0.08072	3.835	0.117
440192	0.08072	3.817	0.116
440405	0.08067	3.834	0.117
440618	0.08067	3.835	0.115
440830	0.08067	3.817	0.117
441043	0.08067	3.834	0.117
441256	0.08067	3.817	0.116
441469	0.08067	3.818	0.115
441681	0.08067	3.816	0.116
441894	0.08072	3.816	0.116
442107	0.08078	3.834	0.116
442320	0.08072	3.835	0.117
442533	0.08067	3.817	0.116
442745	0.08067	3.835	0.116
442958	0.08072	3.798	0.115
443171	0.08061	3.834	0.116
443384	0.08067	3.834	0.116
443597	0.08067	3.834	0.117
443809	0.08067	3.832	0.118
444022	0.08067	3.815	0.117
444235	0.08067	3.833	0.117
444448	0.08072	3.833	0.117
444660	0.08072	3.797	0.115
444873	0.08072	3.815	0.115
445086	0.08072	3.833	0.116
445299	0.08067	3.815	0.116
445512	0.08072	3.834	0.116
445724	0.08078	3.833	0.117
445937	0.08072	3.834	0.117
446150	0.08083	3.835	0.117
446363	0.08072	3.815	0.116
446576	0.08072	3.833	0.117
446788	0.08072	3.834	0.117
447001	0.08072	3.814	0.116
447214	0.08078	3.833	0.116
447427	0.08072	3.815	0.116
447639	0.08072	3.815	0.115
447852	0.08072	3.834	0.117
448065	0.08072	3.833	0.117
448278	0.08072	3.815	0.116
448491	0.08078	3.798	0.115
448703	0.08083	3.815	0.116
448916	0.08078	3.833	0.116
449129	0.08072	3.834	0.116
449342	0.08067	3.814	0.117
449555	0.08078	3.833	0.116
449767	0.08072	3.833	0.116
449980	0.08072	3.796	0.115
450193	0.08078	3.832	0.116
450406	0.08072	3.832	0.116
450619	0.08072	3.813	0.115
450830	0.08078	3.833	0.116
451043	0.08083	3.832	0.117
451256	0.08078	3.831	0.116
451469	0.08078	3.832	0.117
451682	0.08078	3.813	0.116
451894	0.08072	3.831	0.116
452107	0.08072	3.832	0.116
452320	0.08078	3.831	0.116
452533	0.08078	3.832	0.117
452746	0.08072	3.813	0.116
452958	0.08078	3.832	0.116
453171	0.08083	3.833	0.116
453384	0.08078	3.832	0.117
453597	0.08083	3.831	0.117
453809	0.08078	3.832	0.115
454022	0.08083	3.831	0.118
454235	0.08078	3.814	0.116
454448	0.08078	3.832	0.117
454661	0.08083	3.831	0.117
454873	0.08078	3.831	0.117
455086	0.08072	3.832	0.117
455299	0.08083	3.812	0.117
455512	0.08083	3.831	0.116
455725	0.08078	3.795	0.114
455937	0.08078	3.795	0.115
456150	0.08083	3.814	0.115
456363	0.08078	3.831	0.117
456576	0.08078	3.794	0.115
456789	0.08083	3.794	0.116
457001	0.08089	3.829	0.117
457214	0.08089	3.831	0.116
457427	0.08083	3.832	0.116
457640	0.08089	3.794	0.117
457852	0.08078	3.83	0.116
458065	0.08083	3.794	0.115
458278	0.08083	3.83	0.115
458491	0.08078	3.794	0.115
458704	0.08083	3.794	0.116
458916	0.08083	3.811	0.116
459129	0.08083	3.83	0.116
459342	0.08078	3.83	0.116
459555	0.08083	3.792	0.116
459768	0.08094	3.794	0.115
459980	0.08089	3.829	0.116
460193	0.08078	3.829	0.117
460406	0.08083	3.812	0.116
460619	0.08089	3.83	0.117
460831	0.08083	3.812	0.117
461044	0.08089	3.831	0.117
461257	0.08083	3.829	0.116
461470	0.08083	3.812	0.116
461683	0.08083	3.83	0.117
461895	0.08083	3.794	0.116
462108	0.08083	3.83	0.117
462321	0.08083	3.83	0.115
462534	0.08083	3.811	0.115
462747	0.08083	3.829	0.116
462959	0.08089	3.793	0.117
463172	0.08083	3.829	0.117
463385	0.08089	3.83	0.117
463598	0.08083	3.829	0.117
463811	0.08083	3.81	0.116
464023	0.08083	3.794	0.115
464236	0.08083	3.829	0.117
464449	0.08083	3.829	0.116
464662	0.08083	3.829	0.117
464874	0.08083	3.81	0.115
465087	0.08089	3.811	0.116
465300	0.08083	3.792	0.115
465513	0.08083	3.829	0.116
465726	0.08083	3.828	0.117
465938	0.08083	3.828	0.117
466151	0.08089	3.809	0.116
466364	0.08089	3.81	0.116
466577	0.08089	3.827	0.116
466790	0.08083	3.827	0.116
467001	0.08089	3.828	0.117
467214	0.08089	3.826	0.117
467427	0.08083	3.791	0.116
467640	0.08083	3.828	0.116
467853	0.08089	3.829	0.116
468065	0.08089	3.828	0.117
468278	0.08089	3.81	0.115
468491	0.08094	3.81	0.116
468704	0.08089	3.829	0.116
468916	0.08094	3.791	0.116
469129	0.08089	3.828	0.117
469342	0.08083	3.829	0.116
469555	0.08083	3.827	0.117
469768	0.08089	3.791	0.115
469980	0.08089	3.828	0.117
470193	0.08089	3.828	0.116
470406	0.08089	3.828	0.116
470619	0.08089	3.791	0.115
470832	0.08089	3.826	0.117
471044	0.08089	3.792	0.115
471257	0.08099	3.827	0.117
471470	0.08094	3.81	0.116
471683	0.08089	3.827	0.115
471896	0.08094	3.826	0.116
472108	0.08099	3.827	0.117
472321	0.08089	3.791	0.114
472534	0.08094	3.826	0.116
472747	0.08094	3.826	0.117
472960	0.08089	3.792	0.115
473172	0.08083	3.808	0.116
473385	0.08089	3.826	0.116
473598	0.08094	3.827	0.116
473811	0.08089	3.79	0.115
474023	0.08089	3.827	0.117
474236	0.08089	3.827	0.116
474449	0.08094	3.825	0.116
474662	0.08094	3.826	0.117
474875	0.08094	3.825	0.116
475087	0.08094	3.808	0.116
475300	0.08094	3.809	0.115
475513	0.08089	3.826	0.116
475726	0.08094	3.826	0.117
475939	0.08094	3.791	0.116
476151	0.08089	3.826	0.117
476364	0.08094	3.807	0.116
476577	0.08094	3.827	0.116
476790	0.08099	3.827	0.116
477003	0.08099	3.827	0.116
477215	0.08089	3.826	0.117
477428	0.08094	3.826	0.117
477641	0.08089	3.826	0.116
477854	0.08099	3.826	0.116
478066	0.08094	3.807	0.116
478279	0.08099	3.826	0.116
478492	0.08099	3.808	0.115
478705	0.08089	3.79	0.115
478918	0.08094	3.807	0.118
479130	0.08089	3.826	0.117
479343	0.08099	3.824	0.117
479556	0.08105	3.825	0.117
479769	0.08094	3.824	0.117
479982	0.08094	3.824	0.117
480194	0.08099	3.789	0.115
480407	0.08099	3.823	0.117
480620	0.08105	3.807	0.116
480833	0.08094	3.788	0.116
481045	0.08099	3.806	0.116
481258	0.08099	3.825	0.117
481471	0.08099	3.824	0.117
481684	0.08099	3.788	0.115
481897	0.08094	3.824	0.116
482109	0.08099	3.824	0.117
482322	0.08099	3.824	0.116
482535	0.08099	3.824	0.117
482748	0.08099	3.806	0.116
482961	0.08099	3.824	0.116
483172	0.08099	3.826	0.116
483385	0.08099	3.825	0.117
483598	0.08094	3.824	0.118
483811	0.08094	3.825	0.116
484024	0.08099	3.824	0.117
484236	0.08094	3.824	0.117
484449	0.08094	3.825	0.116
484662	0.08099	3.805	0.116
484875	0.08094	3.824	0.117
485087	0.0811	3.824	0.115
485300	0.08099	3.806	0.115
485513	0.08105	3.825	0.118
485726	0.08094	3.824	0.117
485939	0.08094	3.824	0.117
486151	0.08105	3.824	0.117
486364	0.08099	3.823	0.117
486577	0.0811	3.824	0.117
486790	0.08105	3.824	0.117
487003	0.08105	3.787	0.115
487215	0.08105	3.823	0.116
487428	0.08094	3.824	0.116
487641	0.08099	3.822	0.116
487854	0.08094	3.805	0.117
488067	0.08105	3.822	0.116
488279	0.08105	3.823	0.116
488492	0.08105	3.823	0.115
488705	0.08094	3.822	0.118
488918	0.08099	3.804	0.115
489130	0.08099	3.822	0.116
489343	0.08105	3.804	0.116
489556	0.08105	3.821	0.117
489769	0.08099	3.822	0.116
489982	0.08105	3.821	0.116
490194	0.08099	3.822	0.117
490407	0.08105	3.823	0.116
490620	0.08105	3.822	0.117
490833	0.08105	3.805	0.116
491046	0.08099	3.823	0.117
491258	0.08105	3.822	0.117
491471	0.08099	3.823	0.115
491684	0.08105	3.822	0.117
491897	0.08099	3.805	0.116
492110	0.08105	3.804	0.116
492322	0.08105	3.821	0.117
492535	0.08105	3.785	0.116
492748	0.08099	3.822	0.117
492961	0.08099	3.822	0.117
493173	0.08105	3.821	0.116
493386	0.08105	3.803	0.115
493599	0.08105	3.821	0.117
493812	0.08105	3.803	0.117
494025	0.08105	3.803	0.116
494237	0.0811	3.821	0.117
494450	0.08099	3.767	0.116
494663	0.08105	3.822	0.116
494876	0.08105	3.785	0.116
495089	0.0811	3.82	0.117
495301	0.08105	3.82	0.117
495514	0.0811	3.821	0.117
495727	0.08105	3.821	0.116
495940	0.08099	3.784	0.116
496152	0.08105	3.785	0.115
496365	0.08105	3.802	0.117
496578	0.0811	3.818	0.118
496791	0.08105	3.784	0.116
497004	0.0811	3.821	0.118
497216	0.08105	3.801	0.116
497429	0.0811	3.801	0.116
497642	0.0811	3.82	0.117
497855	0.0811	3.82	0.117
498068	0.0811	3.822	0.116
498280	0.0811	3.82	0.116
498493	0.08116	3.82	0.117
498706	0.0811	3.803	0.116
498919	0.08116	3.821	0.117
499131	0.08116	3.802	0.117
499344	0.0811	3.82	0.118
499556	0.0811	3.82	0.117
499769	0.08116	3.82	0.116
499982	0.0811	3.82	0.117
500194	0.0811	3.818	0.117
500407	0.08105	3.801	0.116
500620	0.08116	3.802	0.115
500833	0.0811	3.801	0.117
501046	0.08105	3.802	0.116
501258	0.0811	3.82	0.117
501471	0.08116	3.818	0.117
501684	0.0811	3.801	0.117
501897	0.0811	3.801	0.117
502110	0.0811	3.818	0.117
502322	0.08105	3.801	0.116
502535	0.0811	3.8	0.116
502748	0.0811	3.818	0.117
502961	0.0811	3.799	0.117
503173	0.08116	3.782	0.115
503386	0.0811	3.8	0.117
503599	0.08116	3.818	0.117
503812	0.0811	3.782	0.115
504025	0.08116	3.764	0.115
504237	0.0811	3.818	0.117
504450	0.08116	3.782	0.116
504663	0.08105	3.818	0.117
504876	0.0811	3.783	0.116
505088	0.0811	3.82	0.116
505301	0.08116	3.819	0.117
505514	0.08116	3.8	0.116
505727	0.0811	3.783	0.114
505940	0.0811	3.819	0.117
506152	0.0811	3.818	0.116
506365	0.0811	3.818	0.117
506578	0.0811	3.818	0.116
506791	0.0811	3.8	0.115
507004	0.0811	3.819	0.116
507216	0.08121	3.818	0.116
507429	0.08105	3.781	0.115
507642	0.0811	3.819	0.116
507855	0.08116	3.781	0.115
508068	0.08116	3.817	0.117
508280	0.0811	3.817	0.116
508493	0.0811	3.817	0.116
508706	0.08116	3.818	0.116
508919	0.0811	3.781	0.115
509132	0.0811	3.817	0.116
509344	0.08116	3.817	0.117
509557	0.08116	3.782	0.115
509770	0.08116	3.781	0.116
509983	0.08116	3.781	0.115
510195	0.08116	3.816	0.117
510408	0.08116	3.816	0.118
510621	0.0811	3.817	0.117
510834	0.08121	3.816	0.117
511047	0.08116	3.798	0.117
511259	0.0811	3.817	0.116
511472	0.08121	3.798	0.116
511685	0.08116	3.817	0.117
511898	0.08121	3.816	0.117
512111	0.08116	3.797	0.115
512323	0.08116	3.799	0.116
512536	0.08116	3.816	0.116
512749	0.0811	3.816	0.117
512962	0.08116	3.817	0.117
513174	0.08121	3.816	0.117
513387	0.08116	3.815	0.117
513600	0.08116	3.816	0.118
513813	0.08116	3.78	0.116
514026	0.08121	3.817	0.116
514238	0.08121	3.817	0.116
514451	0.08121	3.798	0.116
514664	0.08121	3.798	0.117
514877	0.08121	3.816	0.118
515090	0.0811	3.798	0.116
515302	0.08116	3.78	0.116
515515	0.0811	3.78	0.115
515728	0.08121	3.815	0.118
515940	0.08121	3.816	0.117
516153	0.08116	3.816	0.116
516365	0.08121	3.797	0.116
516578	0.08121	3.816	0.117
516791	0.0811	3.797	0.116
517004	0.08127	3.816	0.117
517217	0.08116	3.816	0.115
517429	0.08121	3.797	0.116
517642	0.08116	3.815	0.116
517855	0.08121	3.797	0.116
518068	0.08121	3.813	0.118
518280	0.08121	3.814	0.116
518493	0.08121	3.797	0.117
518706	0.08116	3.813	0.118
518919	0.08121	3.815	0.116
519132	0.08121	3.814	0.117
519344	0.08121	3.796	0.116
519557	0.08116	3.815	0.115
519770	0.08116	3.778	0.116
519983	0.08121	3.815	0.117
520196	0.08121	3.779	0.117
520408	0.08121	3.816	0.116
520621	0.08121	3.797	0.117
520834	0.08116	3.816	0.116
521047	0.08116	3.815	0.117
521259	0.08116	3.815	0.116
521472	0.08116	3.813	0.117
521685	0.08116	3.814	0.117
521898	0.08116	3.814	0.117
522111	0.08121	3.796	0.117
522323	0.08127	3.796	0.116
522536	0.08121	3.797	0.116
522749	0.08121	3.796	0.116
522962	0.08127	3.796	0.116
523175	0.08116	3.814	0.116
523387	0.08127	3.814	0.116
523600	0.08127	3.814	0.117
523813	0.08132	3.813	0.116
524026	0.08132	3.795	0.116
524238	0.08121	3.813	0.117
524451	0.08121	3.813	0.116
524664	0.08116	3.795	0.116
524877	0.08132	3.812	0.116
525090	0.08127	3.813	0.117
525302	0.08127	3.813	0.118
525515	0.08127	3.814	0.116
525728	0.08127	3.813	0.117
525941	0.08127	3.811	0.117
526154	0.08127	3.813	0.117
526366	0.08121	3.812	0.117
526579	0.08137	3.812	0.117
526792	0.08127	3.813	0.117
527005	0.08127	3.812	0.117
527218	0.08121	3.813	0.116
527430	0.08121	3.814	0.118
527643	0.08127	3.813	0.117
527856	0.08132	3.812	0.117
528069	0.08132	3.813	0.116
528281	0.08127	3.812	0.117
528494	0.08127	3.795	0.117
528707	0.08127	3.795	0.115
528920	0.08132	3.758	0.116
529133	0.08132	3.795	0.116
529345	0.08127	3.775	0.117
529558	0.08127	3.776	0.116
529771	0.08127	3.812	0.117
529984	0.08127	3.776	0.115
530197	0.08132	3.812	0.117
530409	0.08127	3.794	0.116
530622	0.08127	3.775	0.115
530835	0.08132	3.812	0.117
531048	0.08127	3.811	0.117
531261	0.08127	3.811	0.116
531473	0.08137	3.794	0.117
531686	0.08137	3.793	0.115
531899	0.08132	3.811	0.117
532112	0.08132	3.812	0.118
532323	0.08132	3.81	0.117
532536	0.08132	3.811	0.117
532749	0.08132	3.811	0.116
532962	0.08132	3.81	0.117
533175	0.08132	3.811	0.117
533387	0.08132	3.81	0.117
533600	0.08143	3.808	0.116
533813	0.08127	3.793	0.116
534026	0.08137	3.774	0.116
534239	0.08137	3.809	0.118
534451	0.08132	3.81	0.117
534664	0.08137	3.793	0.116
534877	0.08137	3.811	0.117
535090	0.08137	3.794	0.116
535303	0.08137	3.794	0.116
535515	0.08137	3.811	0.116
535728	0.08137	3.81	0.117
535941	0.08137	3.811	0.117
536154	0.08132	3.81	0.115
536366	0.08137	3.793	0.117
536579	0.08132	3.792	0.117
536792	0.08127	3.793	0.117
537005	0.08127	3.81	0.118
537218	0.08132	3.809	0.117
537430	0.08137	3.81	0.117
537643	0.08143	3.81	0.117
537856	0.08127	3.791	0.116
538069	0.08132	3.81	0.118
538281	0.08137	3.809	0.117
538494	0.08137	3.809	0.117
538707	0.08132	3.793	0.116
538920	0.08143	3.809	0.118
539133	0.08137	3.809	0.118
539345	0.08132	3.81	0.116
539558	0.08137	3.808	0.118
539771	0.08137	3.808	0.117
539984	0.08143	3.774	0.116
540197	0.08132	3.791	0.115
540409	0.08132	3.791	0.116
540622	0.08143	3.809	0.117
540835	0.08143	3.773	0.116
541048	0.08137	3.792	0.116
541260	0.08143	3.791	0.116
541473	0.08137	3.808	0.117
541686	0.08148	3.808	0.116
541899	0.08143	3.791	0.117
542112	0.08143	3.81	0.117
542324	0.08137	3.755	0.116
542537	0.08143	3.791	0.116
542750	0.08143	3.791	0.116
542963	0.08143	3.791	0.117
543176	0.08137	3.791	0.115
543388	0.08143	3.81	0.117
543601	0.08137	3.791	0.115
543814	0.08143	3.791	0.117
544027	0.08143	3.809	0.117
544240	0.08137	3.808	0.117
544452	0.08132	3.807	0.118
544665	0.08143	3.809	0.118
544878	0.08148	3.807	0.117
545091	0.08148	3.79	0.116
545303	0.08148	3.791	0.117
545516	0.08143	3.79	0.117
545729	0.08143	3.773	0.116
545942	0.08143	3.773	0.116
546155	0.08148	3.807	0.118
546367	0.08143	3.808	0.116
546580	0.08143	3.808	0.117
546793	0.08143	3.807	0.117
547006	0.08148	3.772	0.117
547219	0.08143	3.79	0.115
547431	0.08137	3.79	0.117
547644	0.08148	3.789	0.116
547857	0.08143	3.806	0.117
548070	0.08143	3.807	0.118
548283	0.08143	3.807	0.116
548494	0.08148	3.77	0.116
548707	0.08148	3.807	0.117
548920	0.08148	3.77	0.118
549133	0.08148	3.806	0.117
549345	0.08148	3.79	0.116
549558	0.08154	3.789	0.117
549771	0.08154	3.771	0.116
549984	0.08148	3.808	0.116
550197	0.08148	3.789	0.117
550409	0.08143	3.789	0.116
550622	0.08143	3.807	0.116
550835	0.08148	3.806	0.118
551048	0.08143	3.789	0.116
551260	0.08148	3.807	0.116
551473	0.08148	3.806	0.117
551686	0.08143	3.807	0.117
551899	0.08148	3.788	0.116
552112	0.08154	3.77	0.116
552324	0.08148	3.807	0.117
552537	0.08154	3.752	0.117
552750	0.08148	3.788	0.116
552963	0.08148	3.806	0.116
553175	0.08154	3.789	0.117
553388	0.08148	3.788	0.116
553601	0.08143	3.806	0.117
553814	0.08148	3.77	0.117
554027	0.08148	3.806	0.117
554239	0.08154	3.805	0.117
554452	0.08154	3.787	0.117
554665	0.08154	3.788	0.117
554878	0.08143	3.807	0.116
555090	0.08148	3.806	0.117
555303	0.08154	3.769	0.116
555516	0.08148	3.787	0.116
555729	0.08148	3.806	0.117
555942	0.08148	3.806	0.117
556154	0.08148	3.805	0.117
556367	0.08148	3.806	0.117
556580	0.08143	3.806	0.117
