Time	CHANNEL0	CHANNEL1	CHANNEL2	CHANNEL3	CHANNEL4	CHANNEL5	CHANNEL6	CHANNEL7
0	 295,0463	 294,1579	 294,7946	 295,2173	 293,9645	 294,0774	 294,9020	 295,6465
50	 295,0463	 294,1579	 294,7946	 295,2173	 293,9645	 294,0774	 294,9020	 295,6465
100	 295,0463	 294,1579	 294,7946	 295,2173	 293,9645	 294,0774	 294,9020	 295,6465
150	 295,0463	 294,1579	 294,7946	 295,2173	 293,9645	 294,0774	 294,9020	 295,6465
200	 295,0407	 294,1579	 294,7946	 295,2173	 293,9645	 294,0774	 294,9020	 295,6465
250	 295,0407	 294,1579	 294,7946	 295,2173	 293,9645	 294,0774	 294,9020	 295,6465
300	 295,0407	 294,1579	 294,7946	 295,2303	 293,9645	 294,0774	 294,9020	 295,6280
350	 295,0407	 294,1579	 294,7946	 295,2303	 293,9645	 294,0774	 294,9020	 295,6280
400	 295,0407	 294,1579	 294,7946	 295,2303	 293,9645	 294,0774	 294,9020	 295,6280
450	 295,0407	 294,1579	 294,7946	 295,2303	 293,9645	 294,0774	 294,9020	 295,6280
500	 295,0407	 294,1579	 294,7946	 295,2303	 293,9645	 294,0774	 294,9020	 295,6280
550	 295,0407	 294,1663	 294,7946	 295,2303	 293,9645	 294,0774	 294,9020	 295,6280
600	 295,0250	 294,1505	 294,7789	 295,2146	 293,9645	 294,0756	 294,9020	 295,6280
650	 295,0250	 294,1505	 294,7789	 295,2146	 293,9645	 294,0756	 294,9020	 295,6280
700	 295,0250	 294,1505	 294,7696	 295,2146	 293,9645	 294,0756	 294,9066	 295,6280
750	 295,0250	 294,1505	 294,7696	 295,2146	 293,9645	 294,0756	 294,9066	 295,6280
800	 295,0250	 294,1505	 294,7696	 295,2146	 293,9645	 294,0756	 294,9066	 295,6280
850	 295,0176	 294,1505	 294,7696	 295,2146	 293,9645	 294,0756	 294,9066	 295,6280
900	 295,0176	 294,1505	 294,7696	 295,2146	 293,9682	 294,0756	 294,9066	 295,6280
950	 295,0176	 294,1505	 294,7696	 295,2146	 293,9682	 294,0756	 294,9066	 295,6280
1000	 295,0176	 294,1505	 294,7696	 295,2136	 293,9682	 294,0756	 294,9066	 295,6289
1050	 295,0176	 294,1505	 294,7696	 295,2136	 293,9682	 294,0756	 294,9066	 295,6289
1100	 295,0176	 294,1505	 294,7696	 295,2136	 293,9682	 294,0756	 294,9066	 295,6289
1150	 295,0176	 294,1394	 294,7696	 295,2136	 293,9682	 294,0756	 294,9066	 295,6289
1200	 295,0176	 294,1394	 294,7696	 295,2136	 293,9682	 294,0756	 294,9066	 295,6289
1250	 295,0176	 294,1394	 294,7696	 295,2136	 293,9682	 294,0756	 294,9066	 295,6289
1300	 295,0176	 294,1394	 294,7733	 295,2136	 293,9682	 294,0756	 294,9159	 295,6289
1350	 295,0176	 294,1394	 294,7733	 295,2136	 293,9682	 294,0756	 294,9159	 295,6289
1400	 295,0176	 294,1394	 294,7733	 295,2136	 293,9682	 294,0756	 294,9159	 295,6289
1450	 295,0176	 294,1394	 294,7733	 295,2136	 293,9682	 294,0756	 294,9159	 295,6289
1500	 295,0176	 294,1394	 294,7733	 295,2136	 293,9682	 294,0756	 294,9159	 295,6289
1550	 295,0213	 294,1394	 294,7733	 295,2136	 293,9682	 294,0756	 294,9159	 295,6447
1600	 295,0213	 294,1394	 294,7733	 295,2146	 293,9839	 294,0913	 294,9316	 295,6502
1650	 295,0213	 294,1394	 294,7733	 295,2146	 293,9839	 294,0913	 294,9316	 295,6502
1700	 295,0213	 294,1394	 294,7733	 295,2146	 293,9839	 294,0913	 294,9316	 295,6502
1750	 295,0213	 294,1394	 294,7733	 295,2146	 293,9839	 294,0913	 294,9316	 295,6502
1800	 295,0213	 294,1394	 294,7733	 295,2146	 293,9839	 294,0913	 294,9316	 295,6502
1850	 295,0213	 294,1422	 294,7733	 295,2146	 293,9839	 294,0913	 294,9316	 295,6502
1900	 295,0213	 294,1422	 294,7733	 295,2146	 293,9839	 294,0987	 294,9178	 295,6502
1950	 295,0213	 294,1422	 294,7733	 295,2146	 293,9839	 294,0987	 294,9178	 295,6502
2000	 295,0213	 294,1422	 294,7733	 295,2146	 293,9839	 294,0987	 294,9178	 295,6502
2050	 295,0213	 294,1422	 294,7733	 295,2146	 293,9839	 294,0987	 294,9178	 295,6502
2100	 295,0213	 294,1422	 294,7733	 295,2146	 293,9839	 294,0987	 294,9178	 295,6502
2150	 295,0296	 294,1422	 294,7733	 295,2146	 293,9839	 294,0987	 294,9178	 295,6502
2200	 295,0296	 294,1422	 294,7733	 295,2146	 293,9895	 294,0987	 294,9178	 295,6437
2250	 295,0296	 294,1422	 294,7733	 295,2146	 293,9895	 294,0987	 294,9178	 295,6437
2300	 295,0296	 294,1422	 294,7733	 295,2108	 293,9895	 294,0987	 294,9178	 295,6437
2350	 295,0296	 294,1422	 294,7733	 295,2108	 293,9895	 294,0987	 294,9178	 295,6437
2400	 295,0296	 294,1422	 294,7733	 295,2108	 293,9895	 294,0987	 294,9178	 295,6437
2450	 295,0296	 294,1496	 294,7733	 295,2108	 293,9895	 294,0987	 294,9178	 295,6437
2500	 295,0296	 294,1496	 294,7733	 295,2108	 293,9895	 294,0941	 294,9178	 295,6437
2550	 295,0296	 294,1496	 294,7733	 295,2108	 293,9895	 294,0941	 294,9178	 295,6437
2600	 295,0296	 294,1496	 294,7696	 295,2108	 293,9737	 294,0783	 294,8992	 295,6280
2650	 295,0296	 294,1496	 294,7696	 295,2108	 293,9737	 294,0783	 294,8992	 295,6280
2700	 295,0296	 294,1496	 294,7696	 295,2108	 293,9737	 294,0783	 294,8992	 295,6280
2750	 295,0157	 294,1496	 294,7696	 295,2108	 293,9737	 294,0783	 294,8992	 295,6280
2800	 295,0157	 294,1496	 294,7696	 295,2108	 293,9728	 294,0783	 294,8992	 295,6280
2850	 295,0157	 294,1496	 294,7696	 295,2108	 293,9728	 294,0783	 294,8992	 295,6280
2900	 295,0157	 294,1496	 294,7696	 295,2081	 293,9728	 294,0783	 294,8992	 295,6215
2950	 295,0157	 294,1496	 294,7696	 295,2081	 293,9728	 294,0783	 294,8992	 295,6215
3000	 295,0157	 294,1496	 294,7696	 295,2081	 293,9728	 294,0783	 294,8992	 295,6215
3050	 295,0157	 294,1339	 294,7696	 295,2081	 293,9728	 294,0783	 294,8992	 295,6215
3100	 295,0157	 294,1339	 294,7696	 295,2081	 293,9728	 294,0783	 294,8992	 295,6215
3150	 295,0157	 294,1339	 294,7696	 295,2081	 293,9728	 294,0756	 294,8992	 295,6215
3200	 295,0157	 294,1339	 294,7751	 295,2081	 293,9728	 294,0756	 294,9251	 295,6215
3250	 295,0157	 294,1339	 294,7751	 295,2081	 293,9728	 294,0756	 294,9251	 295,6215
3300	 295,0157	 294,1339	 294,7751	 295,2081	 293,9728	 294,0756	 294,9251	 295,6215
3350	 295,0157	 294,1339	 294,7751	 295,2081	 293,9728	 294,0756	 294,9251	 295,6215
3400	 295,0157	 294,1339	 294,7751	 295,2081	 293,9728	 294,0756	 294,9251	 295,6215
3450	 295,0222	 294,1339	 294,7751	 295,2081	 293,9728	 294,0756	 294,9251	 295,6215
3500	 295,0222	 294,1339	 294,7751	 295,2146	 293,9737	 294,0756	 294,9251	 295,6308
3550	 295,0222	 294,1339	 294,7751	 295,2146	 293,9737	 294,0756	 294,9251	 295,6308
3600	 295,0222	 294,1339	 294,7751	 295,2146	 293,9737	 294,0756	 294,9251	 295,6308
3650	 295,0222	 294,1339	 294,7751	 295,2146	 293,9737	 294,0756	 294,9251	 295,6308
3700	 295,0222	 294,1339	 294,7751	 295,2146	 293,9737	 294,0756	 294,9251	 295,6308
3750	 295,0222	 294,1403	 294,7751	 295,2146	 293,9737	 294,0756	 294,9251	 295,6308
3800	 295,0222	 294,1403	 294,7751	 295,2146	 293,9737	 294,0839	 294,9122	 295,6308
3850	 295,0222	 294,1403	 294,7751	 295,2146	 293,9737	 294,0839	 294,9122	 295,6308
3900	 295,0222	 294,1403	 294,7751	 295,2146	 293,9737	 294,0839	 294,9122	 295,6308
3950	 295,0222	 294,1403	 294,7751	 295,2146	 293,9737	 294,0839	 294,9122	 295,6308
4000	 295,0222	 294,1403	 294,7751	 295,2146	 293,9737	 294,0839	 294,9122	 295,6308
4050	 295,0204	 294,1403	 294,7751	 295,2146	 293,9737	 294,0839	 294,9122	 295,6308
4100	 295,0204	 294,1403	 294,7751	 295,2146	 293,9719	 294,0839	 294,9122	 295,6308
4150	 295,0204	 294,1403	 294,7751	 295,2146	 293,9719	 294,0839	 294,9122	 295,6308
4200	 295,0204	 294,1403	 294,7751	 295,2062	 293,9719	 294,0839	 294,9122	 295,6391
4250	 295,0204	 294,1403	 294,7751	 295,2062	 293,9719	 294,0839	 294,9122	 295,6391
4300	 295,0204	 294,1403	 294,7751	 295,2062	 293,9719	 294,0839	 294,9122	 295,6391
4350	 295,0204	 294,1487	 294,7751	 295,2062	 293,9719	 294,0839	 294,9122	 295,6391
4400	 295,0204	 294,1487	 294,7751	 295,2062	 293,9719	 294,0710	 294,9122	 295,6391
4450	 295,0204	 294,1487	 294,7751	 295,2062	 293,9719	 294,0710	 294,9122	 295,6391
4500	 295,0204	 294,1487	 294,7724	 295,2062	 293,9719	 294,0710	 294,9085	 295,6391
4550	 295,0204	 294,1487	 294,7724	 295,2062	 293,9719	 294,0710	 294,9085	 295,6391
4600	 295,0204	 294,1487	 294,7724	 295,2062	 293,9719	 294,0710	 294,9085	 295,6391
4650	 295,0361	 294,1644	 294,7881	 295,2220	 293,9719	 294,0710	 294,9085	 295,6391
4700	 295,0398	 294,1644	 294,7881	 295,2220	 293,9719	 294,0710	 294,9085	 295,6391
4750	 295,0398	 294,1644	 294,7881	 295,2220	 293,9719	 294,0710	 294,9085	 295,6391
4800	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0710	 294,9085	 295,6262
4850	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0710	 294,9085	 295,6262
4900	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0710	 294,9085	 295,6262
4950	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0710	 294,9085	 295,6262
5000	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0710	 294,9085	 295,6262
5050	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0710	 294,9085	 295,6262
5100	 295,0398	 294,1644	 294,7881	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5150	 295,0398	 294,1644	 294,7909	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5200	 295,0398	 294,1644	 294,7909	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5250	 295,0398	 294,1644	 294,7909	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5300	 295,0296	 294,1644	 294,7909	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5350	 295,0296	 294,1644	 294,7909	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5400	 295,0296	 294,1644	 294,7909	 295,2247	 293,9673	 294,0691	 294,9048	 295,6262
5450	 295,0296	 294,1644	 294,7909	 295,2229	 293,9756	 294,0691	 294,9048	 295,6465
5500	 295,0296	 294,1644	 294,7909	 295,2229	 293,9756	 294,0691	 294,9048	 295,6465
5550	 295,0296	 294,1644	 294,7909	 295,2229	 293,9756	 294,0691	 294,9048	 295,6465
5600	 295,0296	 294,1552	 294,7909	 295,2229	 293,9756	 294,0691	 294,9048	 295,6465
5650	 295,0296	 294,1552	 294,7909	 295,2229	 293,9756	 294,0691	 294,9048	 295,6465
5700	 295,0296	 294,1552	 294,7909	 295,2229	 293,9756	 294,0691	 294,9048	 295,6465
5750	 295,0296	 294,1552	 294,7992	 295,2229	 293,9756	 294,0635	 294,9140	 295,6465
5800	 295,0296	 294,1552	 294,7992	 295,2229	 293,9756	 294,0635	 294,9140	 295,6465
5850	 295,0296	 294,1552	 294,7992	 295,2229	 293,9756	 294,0635	 294,9140	 295,6465
5900	 295,0296	 294,1552	 294,7992	 295,2229	 293,9756	 294,0635	 294,9140	 295,6465
5950	 295,0296	 294,1552	 294,7992	 295,2229	 293,9756	 294,0635	 294,9140	 295,6465
6000	 295,0444	 294,1552	 294,7992	 295,2229	 293,9756	 294,0635	 294,9140	 295,6465
6050	 295,0444	 294,1552	 294,7992	 295,2414	 293,9737	 294,0635	 294,9140	 295,6363
6100	 295,0444	 294,1552	 294,7992	 295,2414	 293,9737	 294,0635	 294,9140	 295,6363
6150	 295,0444	 294,1552	 294,7992	 295,2414	 293,9737	 294,0635	 294,9140	 295,6363
6200	 295,0444	 294,1552	 294,7992	 295,2414	 293,9737	 294,0635	 294,9140	 295,6363
6250	 295,0444	 294,1552	 294,7992	 295,2414	 293,9737	 294,0635	 294,9140	 295,6363
6300	 295,0444	 294,1459	 294,7992	 295,2414	 293,9737	 294,0635	 294,9140	 295,6363
6350	 295,0444	 294,1459	 294,7992	 295,2414	 293,9737	 294,0830	 294,9122	 295,6363
6400	 295,0444	 294,1459	 294,7992	 295,2414	 293,9737	 294,0830	 294,9122	 295,6363
6450	 295,0444	 294,1459	 294,7928	 295,2414	 293,9737	 294,0830	 294,9122	 295,6363
6500	 295,0444	 294,1459	 294,7928	 295,2414	 293,9737	 294,0830	 294,9122	 295,6363
6550	 295,0444	 294,1459	 294,7928	 295,2414	 293,9737	 294,0830	 294,9122	 295,6363
6600	 295,0490	 294,1459	 294,7928	 295,2414	 293,9895	 294,0987	 294,9279	 295,6520
6650	 295,0490	 294,1459	 294,7928	 295,2414	 294,0043	 294,0987	 294,9279	 295,6558
6700	 295,0490	 294,1459	 294,7928	 295,2414	 294,0043	 294,0987	 294,9279	 295,6558
6750	 295,0490	 294,1459	 294,7928	 295,2266	 294,0043	 294,0987	 294,9279	 295,6558
6800	 295,0490	 294,1459	 294,7928	 295,2266	 294,0043	 294,0987	 294,9279	 295,6558
6850	 295,0490	 294,1459	 294,7928	 295,2266	 294,0043	 294,0987	 294,9279	 295,6558
6900	 295,0490	 294,1690	 294,7928	 295,2266	 294,0043	 294,0987	 294,9279	 295,6558
6950	 295,0490	 294,1690	 294,7928	 295,2266	 294,0043	 294,0987	 294,9187	 295,6558
7000	 295,0490	 294,1690	 294,7928	 295,2266	 294,0043	 294,0987	 294,9187	 295,6558
7050	 295,0490	 294,1690	 294,7955	 295,2266	 294,0043	 294,0950	 294,9187	 295,6558
7100	 295,0490	 294,1690	 294,7955	 295,2266	 294,0043	 294,0950	 294,9187	 295,6558
7150	 295,0490	 294,1690	 294,7955	 295,2266	 294,0043	 294,0950	 294,9187	 295,6558
7200	 295,0490	 294,1690	 294,7955	 295,2266	 294,0043	 294,0950	 294,9187	 295,6558
7250	 295,0324	 294,1690	 294,7955	 295,2266	 294,0043	 294,0950	 294,9187	 295,6558
7300	 295,0324	 294,1690	 294,7955	 295,2266	 294,0043	 294,0950	 294,9187	 295,6558
7350	 295,0324	 294,1690	 294,7955	 295,2303	 293,9941	 294,0950	 294,9187	 295,6530
7400	 295,0324	 294,1690	 294,7955	 295,2303	 293,9941	 294,0950	 294,9187	 295,6530
7450	 295,0324	 294,1690	 294,7955	 295,2303	 293,9941	 294,0950	 294,9187	 295,6530
7500	 295,0324	 294,1690	 294,7955	 295,2303	 293,9941	 294,0950	 294,9187	 295,6530
7550	 295,0324	 294,1487	 294,7955	 295,2303	 293,9941	 294,0950	 294,9187	 295,6530
7600	 295,0324	 294,1487	 294,7955	 295,2303	 293,9941	 294,0950	 294,9187	 295,6530
7650	 295,0324	 294,1487	 294,7955	 295,2303	 293,9941	 294,0922	 294,9316	 295,6530
7700	 295,0324	 294,1487	 294,7798	 295,2303	 293,9941	 294,0922	 294,9316	 295,6530
7750	 295,0324	 294,1487	 294,7798	 295,2303	 293,9941	 294,0922	 294,9316	 295,6530
7800	 295,0324	 294,1487	 294,7798	 295,2303	 293,9941	 294,0922	 294,9316	 295,6530
7850	 295,0352	 294,1487	 294,7798	 295,2303	 293,9941	 294,0922	 294,9316	 295,6530
7900	 295,0352	 294,1487	 294,7798	 295,2303	 293,9941	 294,0922	 294,9316	 295,6530
7950	 295,0352	 294,1487	 294,7798	 295,2303	 293,9987	 294,0922	 294,9316	 295,6465
8000	 295,0352	 294,1487	 294,7798	 295,2229	 293,9987	 294,0922	 294,9316	 295,6465
8050	 295,0352	 294,1487	 294,7798	 295,2229	 293,9987	 294,0922	 294,9316	 295,6465
8100	 295,0352	 294,1487	 294,7798	 295,2229	 293,9987	 294,0922	 294,9316	 295,6465
8150	 295,0352	 294,1644	 294,7798	 295,2229	 293,9987	 294,0922	 294,9316	 295,6465
8200	 295,0352	 294,1644	 294,7798	 295,2229	 293,9987	 294,0922	 294,9316	 295,6465
8250	 295,0352	 294,1644	 294,7798	 295,2229	 293,9987	 294,0922	 294,9316	 295,6465
8300	 295,0352	 294,1644	 294,7853	 295,2229	 293,9987	 294,0700	 294,9279	 295,6465
8350	 295,0352	 294,1644	 294,7853	 295,2229	 293,9987	 294,0700	 294,9279	 295,6465
8400	 295,0352	 294,1644	 294,7853	 295,2229	 293,9987	 294,0700	 294,9279	 295,6465
8450	 295,0352	 294,1644	 294,7853	 295,2229	 293,9987	 294,0700	 294,9279	 295,6465
8500	 295,0352	 294,1644	 294,7853	 295,2229	 293,9987	 294,0700	 294,9279	 295,6465
8550	 295,0315	 294,1644	 294,7853	 295,2229	 293,9987	 294,0700	 294,9279	 295,6465
8600	 295,0315	 294,1644	 294,7853	 295,2340	 294,0080	 294,0700	 294,9279	 295,6419
8650	 295,0315	 294,1644	 294,7853	 295,2340	 294,0080	 294,0700	 294,9279	 295,6419
8700	 295,0315	 294,1644	 294,7853	 295,2340	 294,0080	 294,0700	 294,9279	 295,6419
8750	 295,0315	 294,1644	 294,7853	 295,2340	 294,0080	 294,0700	 294,9279	 295,6419
8800	 295,0315	 294,1644	 294,7853	 295,2340	 294,0080	 294,0700	 294,9279	 295,6419
8850	 295,0315	 294,1524	 294,7853	 295,2340	 294,0080	 294,0700	 294,9279	 295,6419
8900	 295,0315	 294,1524	 294,7928	 295,2340	 294,0080	 294,0848	 294,9279	 295,6419
8950	 295,0315	 294,1524	 294,7928	 295,2340	 294,0080	 294,0848	 294,9279	 295,6419
9000	 295,0315	 294,1524	 294,7928	 295,2340	 294,0080	 294,0848	 294,9279	 295,6419
9050	 295,0315	 294,1524	 294,7928	 295,2340	 294,0080	 294,0848	 294,9279	 295,6419
9100	 295,0315	 294,1524	 294,7928	 295,2340	 294,0080	 294,0848	 294,9279	 295,6419
9150	 295,0481	 294,1524	 294,7928	 295,2340	 294,0080	 294,0848	 294,9279	 295,6419
9200	 295,0481	 294,1524	 294,7928	 295,2266	 294,0099	 294,0848	 294,9279	 295,6428
9250	 295,0481	 294,1524	 294,7928	 295,2266	 294,0099	 294,0848	 294,9279	 295,6428
9300	 295,0481	 294,1524	 294,7928	 295,2266	 294,0099	 294,0848	 294,9279	 295,6428
9350	 295,0481	 294,1524	 294,7928	 295,2266	 294,0099	 294,0848	 294,9279	 295,6428
9400	 295,0481	 294,1524	 294,7928	 295,2266	 294,0099	 294,0848	 294,9279	 295,6428
9450	 295,0481	 294,1468	 294,7928	 295,2266	 294,0099	 294,0848	 294,9279	 295,6428
9500	 295,0481	 294,1468	 294,7928	 295,2266	 294,0099	 294,0848	 294,9446	 295,6428
9550	 295,0481	 294,1468	 294,7928	 295,2266	 294,0099	 294,0848	 294,9446	 295,6428
9600	 295,0481	 294,1468	 294,7974	 295,2266	 294,0099	 294,0978	 294,9446	 295,6428
9650	 295,0481	 294,1468	 294,7974	 295,2266	 294,0099	 294,0978	 294,9446	 295,6428
9700	 295,0481	 294,1468	 294,7974	 295,2266	 294,0099	 294,0978	 294,9446	 295,6428
9750	 295,0481	 294,1468	 294,7974	 295,2266	 294,0099	 294,0978	 294,9446	 295,6428
9800	 295,0444	 294,1468	 294,7974	 295,2266	 294,0099	 294,0978	 294,9446	 295,6428
9850	 295,0444	 294,1468	 294,7974	 295,2266	 294,0099	 294,0978	 294,9446	 295,6428
9900	 295,0444	 294,1468	 294,7974	 295,2118	 294,0024	 294,0978	 294,9446	 295,6539
9950	 295,0444	 294,1468	 294,7974	 295,2118	 294,0024	 294,0978	 294,9446	 295,6539
10000	 295,0444	 294,1468	 294,7974	 295,2118	 294,0024	 294,0978	 294,9446	 295,6539
10050	 295,0444	 294,1468	 294,7974	 295,2118	 294,0024	 294,0978	 294,9446	 295,6539
10100	 295,0444	 294,1653	 294,7974	 295,2118	 294,0024	 294,0978	 294,9446	 295,6539
10150	 295,0444	 294,1653	 294,7974	 295,2118	 294,0024	 294,0978	 294,9446	 295,6539
10200	 295,0444	 294,1653	 294,7964	 295,2118	 294,0024	 294,0922	 294,9251	 295,6539
10250	 295,0444	 294,1653	 294,7964	 295,2118	 294,0024	 294,0922	 294,9251	 295,6539
10300	 295,0444	 294,1653	 294,7964	 295,2118	 294,0024	 294,0922	 294,9251	 295,6539
10350	 295,0444	 294,1653	 294,7964	 295,2118	 294,0024	 294,0922	 294,9251	 295,6539
10400	 295,0444	 294,1653	 294,7964	 295,2118	 294,0024	 294,0922	 294,9251	 295,6539
10450	 295,0444	 294,1653	 294,7964	 295,2118	 294,0024	 294,0922	 294,9251	 295,6539
10500	 295,0379	 294,1653	 294,7964	 295,2183	 294,0024	 294,0922	 294,9251	 295,6456
10550	 295,0379	 294,1653	 294,7964	 295,2183	 293,9922	 294,0922	 294,9251	 295,6456
10600	 295,0379	 294,1653	 294,7964	 295,2183	 293,9922	 294,0922	 294,9251	 295,6456
10650	 295,0536	 294,1811	 294,8122	 295,2340	 293,9922	 294,0922	 294,9251	 295,6456
10700	 295,0536	 294,1811	 294,8122	 295,2340	 293,9922	 294,0922	 294,9251	 295,6456
10750	 295,0536	 294,1811	 294,8122	 295,2340	 293,9922	 294,0922	 294,9251	 295,6456
10800	 295,0536	 294,1736	 294,8122	 295,2340	 293,9922	 294,0922	 294,9178	 295,6456
10850	 295,0536	 294,1736	 294,8048	 295,2340	 293,9922	 294,1015	 294,9178	 295,6456
10900	 295,0536	 294,1736	 294,8048	 295,2340	 293,9922	 294,1015	 294,9178	 295,6456
10950	 295,0536	 294,1736	 294,8048	 295,2340	 293,9922	 294,1015	 294,9178	 295,6456
11000	 295,0536	 294,1736	 294,8048	 295,2340	 293,9922	 294,1015	 294,9178	 295,6456
11050	 295,0536	 294,1736	 294,8048	 295,2340	 293,9922	 294,1015	 294,9178	 295,6456
11100	 295,0509	 294,1736	 294,8048	 295,2340	 293,9922	 294,1015	 294,9178	 295,6456
11150	 295,0509	 294,1736	 294,8048	 295,2340	 294,0163	 294,1015	 294,9178	 295,6289
11200	 295,0509	 294,1736	 294,8048	 295,2340	 294,0163	 294,1015	 294,9178	 295,6289
11250	 295,0509	 294,1736	 294,8048	 295,2340	 294,0163	 294,1015	 294,9178	 295,6289
11300	 295,0509	 294,1736	 294,8048	 295,2340	 294,0163	 294,1015	 294,9178	 295,6289
11350	 295,0509	 294,1736	 294,8048	 295,2340	 294,0163	 294,1015	 294,9178	 295,6289
11400	 295,0509	 294,1857	 294,8048	 295,2340	 294,0163	 294,1015	 294,9178	 295,6289
11450	 295,0509	 294,1857	 294,8057	 295,2340	 294,0163	 294,1015	 294,9214	 295,6289
11500	 295,0509	 294,1857	 294,8057	 295,2340	 294,0163	 294,1015	 294,9214	 295,6289
11550	 295,0509	 294,1857	 294,8057	 295,2340	 294,0163	 294,0904	 294,9214	 295,6289
11600	 295,0509	 294,1857	 294,8057	 295,2340	 294,0163	 294,0904	 294,9214	 295,6289
11650	 295,0509	 294,1857	 294,8057	 295,2340	 294,0163	 294,0904	 294,9214	 295,6289
11700	 295,0666	 294,2014	 294,8214	 295,2497	 294,0163	 294,0904	 294,9214	 295,6289
11750	 295,0685	 294,2014	 294,8214	 295,2627	 294,0163	 294,0904	 294,9214	 295,6567
11800	 295,0685	 294,2014	 294,8214	 295,2627	 294,0163	 294,0904	 294,9214	 295,6567
11850	 295,0685	 294,2014	 294,8214	 295,2627	 294,0172	 294,0904	 294,9214	 295,6567
11900	 295,0685	 294,2014	 294,8214	 295,2627	 294,0172	 294,0904	 294,9214	 295,6567
11950	 295,0685	 294,2014	 294,8214	 295,2627	 294,0172	 294,0904	 294,9214	 295,6567
12000	 295,0685	 294,2014	 294,8214	 295,2627	 294,0172	 294,0904	 294,9214	 295,6567
12050	 295,0685	 294,1876	 294,8214	 295,2627	 294,0172	 294,0904	 294,9233	 295,6567
12100	 295,0685	 294,1876	 294,8214	 295,2627	 294,0172	 294,0904	 294,9233	 295,6567
12150	 295,0685	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6567
12200	 295,0685	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6567
12250	 295,0685	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6567
12300	 295,0685	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6567
12350	 295,0685	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6567
12400	 295,0694	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6447
12450	 295,0694	 294,1876	 294,8141	 295,2627	 294,0172	 294,0922	 294,9233	 295,6447
12500	 295,0694	 294,1876	 294,8141	 295,2433	 294,0145	 294,0922	 294,9233	 295,6447
12550	 295,0694	 294,1876	 294,8141	 295,2433	 294,0145	 294,0922	 294,9233	 295,6447
12600	 295,0694	 294,1876	 294,8141	 295,2433	 294,0145	 294,0922	 294,9233	 295,6447
12650	 295,0694	 294,1876	 294,8141	 295,2433	 294,0145	 294,0922	 294,9233	 295,6447
12700	 295,0851	 294,2051	 294,8298	 295,2590	 294,0145	 294,0922	 294,9279	 295,6447
12750	 295,0851	 294,2051	 294,8298	 295,2590	 294,0145	 294,0922	 294,9279	 295,6447
12800	 295,0851	 294,2051	 294,8316	 295,2590	 294,0145	 294,0950	 294,9279	 295,6447
12850	 295,0851	 294,2051	 294,8316	 295,2590	 294,0145	 294,0950	 294,9279	 295,6447
12900	 295,0851	 294,2051	 294,8316	 295,2590	 294,0145	 294,0950	 294,9279	 295,6447
12950	 295,0851	 294,2051	 294,8316	 295,2590	 294,0145	 294,0950	 294,9279	 295,6447
13000	 295,0805	 294,2051	 294,8316	 295,2590	 294,0145	 294,0950	 294,9279	 295,6410
13050	 295,0805	 294,2051	 294,8316	 295,2590	 294,0145	 294,0950	 294,9279	 295,6410
13100	 295,0805	 294,2051	 294,8316	 295,2571	 294,0154	 294,0950	 294,9279	 295,6410
13150	 295,0805	 294,2051	 294,8316	 295,2571	 294,0154	 294,0950	 294,9279	 295,6410
13200	 295,0805	 294,2051	 294,8316	 295,2571	 294,0154	 294,0950	 294,9279	 295,6410
13250	 295,0805	 294,2051	 294,8316	 295,2571	 294,0154	 294,0950	 294,9279	 295,6410
13300	 295,0805	 294,2051	 294,8316	 295,2571	 294,0154	 294,0950	 294,9279	 295,6410
13350	 295,0805	 294,2051	 294,8316	 295,2571	 294,0154	 294,0950	 294,9279	 295,6410
13400	 295,0805	 294,2079	 294,8437	 295,2571	 294,0154	 294,0904	 294,9289	 295,6410
13450	 295,0805	 294,2079	 294,8437	 295,2571	 294,0154	 294,0904	 294,9289	 295,6410
13500	 295,0805	 294,2079	 294,8437	 295,2571	 294,0154	 294,0904	 294,9289	 295,6410
13550	 295,0805	 294,2079	 294,8437	 295,2571	 294,0154	 294,0904	 294,9289	 295,6410
13600	 295,0805	 294,2079	 294,8437	 295,2571	 294,0154	 294,0904	 294,9289	 295,6410
