Time	CHANNEL0	CHANNEL1	CHANNEL2	CHANNEL3	CHANNEL4	CHANNEL5	CHANNEL6	CHANNEL7
39150	 295,0944	 294,1885	 294,8603	 295,2812	 294,0265	 294,0543	 294,8826	 295,6114
39200	 295,0944	 294,1885	 294,8603	 295,2812	 294,0265	 294,0543	 294,8826	 295,6114
39250	 295,0926	 294,1885	 294,8603	 295,2812	 294,0145	 294,0543	 294,8826	 295,6114
39300	 295,0926	 294,1885	 294,8603	 295,2812	 294,0145	 294,0543	 294,8826	 295,6114
39350	 295,0926	 294,1885	 294,8603	 295,2812	 294,0145	 294,0543	 294,8826	 295,6114
39400	 295,0926	 294,1885	 294,8751	 295,2812	 294,0145	 294,0543	 294,8826	 295,6114
39450	 295,0926	 294,1885	 294,8751	 295,2812	 294,0145	 294,0543	 294,8826	 295,6114
39500	 295,0926	 294,1885	 294,8751	 295,2812	 294,0145	 294,0543	 294,8826	 295,6114
39550	 295,0926	 294,1996	 294,8751	 295,2812	 294,0145	 294,0441	 294,8853	 295,6114
39600	 295,0926	 294,1996	 294,8751	 295,2812	 294,0145	 294,0441	 294,8853	 295,6114
39650	 295,0926	 294,1996	 294,8751	 295,2812	 294,0145	 294,0441	 294,8853	 295,6114
39700	 295,0926	 294,1996	 294,8751	 295,2812	 294,0145	 294,0441	 294,8853	 295,6114
39750	 295,0926	 294,1996	 294,8751	 295,2710	 294,0145	 294,0441	 294,8853	 295,6114
39800	 295,0926	 294,1996	 294,8751	 295,2710	 294,0145	 294,0441	 294,8853	 295,6114
39850	 295,0981	 294,1996	 294,8751	 295,2710	 294,0265	 294,0441	 294,8853	 295,6067
39900	 295,0981	 294,1996	 294,8751	 295,2710	 294,0107	 294,0283	 294,8696	 295,5910
39950	 295,0981	 294,1996	 294,8751	 295,2710	 294,0107	 294,0283	 294,8696	 295,5910
40000	 295,0981	 294,1996	 294,8751	 295,2710	 294,0107	 294,0283	 294,8696	 295,5910
40050	 295,0981	 294,1996	 294,8816	 295,2710	 294,0107	 294,0283	 294,8696	 295,5910
40100	 295,0981	 294,1996	 294,8816	 295,2710	 294,0107	 294,0283	 294,8696	 295,5910
40150	 295,0981	 294,1913	 294,8816	 295,2710	 294,0107	 294,0394	 294,8696	 295,5910
40200	 295,0981	 294,1913	 294,8816	 295,2710	 294,0107	 294,0394	 294,8696	 295,5910
40250	 295,0981	 294,1913	 294,8816	 295,2710	 294,0107	 294,0394	 294,8696	 295,5910
40300	 295,0981	 294,1913	 294,8816	 295,2710	 294,0107	 294,0394	 294,8696	 295,5910
40350	 295,0981	 294,1913	 294,8816	 295,2747	 294,0107	 294,0394	 294,8696	 295,5910
40400	 295,0981	 294,1913	 294,8816	 295,2747	 294,0107	 294,0394	 294,8696	 295,5910
40450	 295,0981	 294,1913	 294,8816	 295,2747	 294,0107	 294,0394	 294,8696	 295,5910
40500	 295,1083	 294,1913	 294,8816	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40550	 295,1083	 294,1913	 294,8816	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40600	 295,1083	 294,1913	 294,8816	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40650	 295,1083	 294,1913	 294,8816	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40700	 295,1083	 294,1913	 294,8723	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40750	 295,1083	 294,1913	 294,8723	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40800	 295,1083	 294,1913	 294,8723	 295,2747	 294,0135	 294,0394	 294,8696	 295,5910
40850	 295,1083	 294,1913	 294,8723	 295,2747	 294,0135	 294,0413	 294,8622	 295,5910
40900	 295,1083	 294,1913	 294,8723	 295,2747	 294,0135	 294,0413	 294,8622	 295,5910
40950	 295,0925	 294,1755	 294,8566	 295,2516	 294,0135	 294,0413	 294,8622	 295,5910
41000	 295,0925	 294,1755	 294,8566	 295,2516	 294,0135	 294,0413	 294,8622	 295,5910
41050	 295,0925	 294,1755	 294,8566	 295,2516	 294,0135	 294,0413	 294,8622	 295,5910
41100	 295,0796	 294,1755	 294,8566	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41150	 295,0796	 294,1755	 294,8566	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41200	 295,0796	 294,1755	 294,8566	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41250	 295,0796	 294,1755	 294,8566	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41300	 295,0796	 294,1755	 294,8677	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41350	 295,0796	 294,1755	 294,8677	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41400	 295,0796	 294,1755	 294,8677	 295,2516	 293,9941	 294,0413	 294,8622	 295,5836
41450	 295,0796	 294,1737	 294,8677	 295,2516	 293,9941	 294,0376	 294,8863	 295,5836
41500	 295,0796	 294,1737	 294,8677	 295,2516	 293,9941	 294,0376	 294,8863	 295,5836
41550	 295,0796	 294,1737	 294,8677	 295,2516	 293,9941	 294,0376	 294,8863	 295,5836
41600	 295,0796	 294,1737	 294,8677	 295,2516	 293,9941	 294,0376	 294,8863	 295,5836
41650	 295,0796	 294,1737	 294,8677	 295,2553	 293,9941	 294,0376	 294,8863	 295,5836
41700	 295,0805	 294,1737	 294,8677	 295,2553	 294,0126	 294,0376	 294,8863	 295,5947
41750	 295,0805	 294,1737	 294,8677	 295,2553	 294,0126	 294,0376	 294,8863	 295,5947
41800	 295,0805	 294,1737	 294,8677	 295,2553	 294,0126	 294,0376	 294,8863	 295,5947
41850	 295,0805	 294,1737	 294,8677	 295,2553	 294,0126	 294,0376	 294,8863	 295,5947
41900	 295,0805	 294,1737	 294,8677	 295,2553	 294,0126	 294,0376	 294,8863	 295,5947
41950	 295,0648	 294,1579	 294,8427	 295,2396	 294,0284	 294,0533	 294,9020	 295,6104
42000	 295,0648	 294,1579	 294,8427	 295,2396	 294,0284	 294,0533	 294,9020	 295,6104
42050	 295,0648	 294,1579	 294,8427	 295,2396	 294,0284	 294,0533	 294,8891	 295,6104
42100	 295,0648	 294,1468	 294,8427	 295,2396	 294,0284	 294,0533	 294,8891	 295,6104
42150	 295,0648	 294,1468	 294,8427	 295,2396	 294,0284	 294,0533	 294,8891	 295,6104
42200	 295,0648	 294,1468	 294,8427	 295,2396	 294,0284	 294,0533	 294,8891	 295,6104
42250	 295,0648	 294,1468	 294,8427	 295,2368	 294,0284	 294,0533	 294,8891	 295,6104
42300	 295,0648	 294,1468	 294,8427	 295,2368	 294,0284	 294,0533	 294,8891	 295,6104
42350	 295,0648	 294,1468	 294,8427	 295,2368	 294,0284	 294,0533	 294,8891	 295,6104
42400	 295,0694	 294,1468	 294,8427	 295,2368	 294,0237	 294,0533	 294,8891	 295,6114
42450	 295,0694	 294,1468	 294,8427	 295,2368	 294,0237	 294,0533	 294,8891	 295,6114
42500	 295,0694	 294,1468	 294,8427	 295,2368	 294,0237	 294,0533	 294,8891	 295,6114
42550	 295,0694	 294,1468	 294,8427	 295,2368	 294,0237	 294,0533	 294,8891	 295,6114
42600	 295,0694	 294,1468	 294,8427	 295,2368	 294,0237	 294,0533	 294,8891	 295,6114
42650	 295,0694	 294,1468	 294,8566	 295,2368	 294,0237	 294,0533	 294,8891	 295,6114
42700	 295,0694	 294,1450	 294,8566	 295,2368	 294,0237	 294,0515	 294,9020	 295,6114
42750	 295,0694	 294,1450	 294,8566	 295,2368	 294,0237	 294,0515	 294,9020	 295,6114
42800	 295,0694	 294,1450	 294,8566	 295,2368	 294,0237	 294,0515	 294,9020	 295,6114
42850	 295,0694	 294,1450	 294,8566	 295,2368	 294,0237	 294,0515	 294,9020	 295,6114
42900	 295,0694	 294,1450	 294,8566	 295,2368	 294,0237	 294,0515	 294,9020	 295,6114
42950	 295,0694	 294,1450	 294,8566	 295,2396	 294,0080	 294,0357	 294,8863	 295,5956
43000	 295,0602	 294,1450	 294,8566	 295,2396	 294,0163	 294,0357	 294,8863	 295,5882
43050	 295,0602	 294,1450	 294,8566	 295,2396	 294,0163	 294,0357	 294,8863	 295,5882
43100	 295,0602	 294,1450	 294,8566	 295,2396	 294,0163	 294,0357	 294,8863	 295,5882
43150	 295,0602	 294,1450	 294,8566	 295,2396	 294,0163	 294,0357	 294,8863	 295,5882
43200	 295,0602	 294,1450	 294,8566	 295,2396	 294,0163	 294,0357	 294,8863	 295,5882
43250	 295,0602	 294,1450	 294,8492	 295,2396	 294,0163	 294,0357	 294,8863	 295,5882
43300	 295,0602	 294,1468	 294,8492	 295,2396	 294,0163	 294,0339	 294,8659	 295,5882
43350	 295,0602	 294,1468	 294,8492	 295,2396	 294,0163	 294,0339	 294,8659	 295,5882
43400	 295,0602	 294,1468	 294,8492	 295,2396	 294,0163	 294,0339	 294,8659	 295,5882
43450	 295,0602	 294,1468	 294,8492	 295,2396	 294,0163	 294,0339	 294,8659	 295,5882
43500	 295,0602	 294,1468	 294,8492	 295,2396	 294,0163	 294,0339	 294,8659	 295,5882
43550	 295,0602	 294,1468	 294,8492	 295,2349	 294,0163	 294,0339	 294,8659	 295,5882
43600	 295,0602	 294,1468	 294,8492	 295,2349	 294,0163	 294,0339	 294,8659	 295,5854
43650	 295,0602	 294,1468	 294,8492	 295,2349	 294,0163	 294,0339	 294,8659	 295,5854
43700	 295,0638	 294,1468	 294,8492	 295,2349	 294,0080	 294,0339	 294,8659	 295,5854
43750	 295,0638	 294,1468	 294,8492	 295,2349	 294,0080	 294,0339	 294,8659	 295,5854
43800	 295,0638	 294,1468	 294,8492	 295,2349	 294,0080	 294,0339	 294,8659	 295,5854
43850	 295,0638	 294,1468	 294,8492	 295,2349	 294,0080	 294,0339	 294,8659	 295,5854
43900	 295,0638	 294,1468	 294,8547	 295,2349	 294,0080	 294,0339	 294,8817	 295,6012
43950	 295,0638	 294,1468	 294,8547	 295,2349	 294,0080	 294,0339	 294,8817	 295,6012
44000	 295,0638	 294,1459	 294,8547	 295,2349	 294,0237	 294,0589	 294,8955	 295,6012
44050	 295,0638	 294,1459	 294,8547	 295,2349	 294,0237	 294,0589	 294,8955	 295,6012
44100	 295,0638	 294,1459	 294,8547	 295,2349	 294,0237	 294,0589	 294,8955	 295,6012
44150	 295,0638	 294,1459	 294,8547	 295,2349	 294,0237	 294,0589	 294,8955	 295,6012
44200	 295,0638	 294,1459	 294,8547	 295,2349	 294,0237	 294,0589	 294,8955	 295,6012
44250	 295,0638	 294,1459	 294,8547	 295,2321	 294,0237	 294,0589	 294,8955	 295,6012
44300	 295,0629	 294,1459	 294,8547	 295,2321	 294,0302	 294,0589	 294,8955	 295,6021
44350	 295,0629	 294,1459	 294,8547	 295,2321	 294,0302	 294,0589	 294,8955	 295,6021
44400	 295,0629	 294,1459	 294,8547	 295,2321	 294,0302	 294,0589	 294,8955	 295,6021
44450	 295,0629	 294,1459	 294,8547	 295,2321	 294,0302	 294,0589	 294,8955	 295,6021
44500	 295,0629	 294,1459	 294,8547	 295,2321	 294,0302	 294,0589	 294,8955	 295,6021
44550	 295,0629	 294,1459	 294,8520	 295,2321	 294,0302	 294,0589	 294,8955	 295,6021
44600	 295,0629	 294,1431	 294,8520	 295,2321	 294,0302	 294,0450	 294,8955	 295,6021
44650	 295,0629	 294,1431	 294,8520	 295,2321	 294,0302	 294,0450	 294,8955	 295,6021
44700	 295,0629	 294,1431	 294,8520	 295,2321	 294,0302	 294,0450	 294,8955	 295,6021
44750	 295,0629	 294,1431	 294,8520	 295,2321	 294,0302	 294,0450	 294,8955	 295,6021
44800	 295,0629	 294,1431	 294,8520	 295,2321	 294,0302	 294,0450	 294,8955	 295,6021
44850	 295,0629	 294,1431	 294,8520	 295,2433	 294,0302	 294,0450	 294,8955	 295,6021
44900	 295,0657	 294,1431	 294,8520	 295,2433	 294,0302	 294,0450	 294,8955	 295,6123
44950	 295,0657	 294,1431	 294,8520	 295,2433	 294,0302	 294,0450	 294,8955	 295,6123
45000	 295,0815	 294,1589	 294,8677	 295,2590	 294,0422	 294,0608	 294,9113	 295,6280
45050	 295,0815	 294,1589	 294,8677	 295,2590	 294,0422	 294,0608	 294,9113	 295,6280
45100	 295,0815	 294,1589	 294,8677	 295,2590	 294,0422	 294,0608	 294,9113	 295,6280
45150	 295,0815	 294,1589	 294,8686	 295,2590	 294,0422	 294,0608	 294,9113	 295,6280
45200	 295,0815	 294,1589	 294,8686	 295,2590	 294,0422	 294,0608	 294,9113	 295,6280
45250	 295,0815	 294,1589	 294,8686	 295,2590	 294,0422	 294,0608	 294,9113	 295,6280
45300	 295,0815	 294,1533	 294,8686	 295,2590	 294,0422	 294,0765	 294,9113	 295,6280
45350	 295,0815	 294,1533	 294,8686	 295,2590	 294,0422	 294,0765	 294,9113	 295,6280
45400	 295,0815	 294,1533	 294,8686	 295,2590	 294,0422	 294,0765	 294,9113	 295,6280
45450	 295,0815	 294,1533	 294,8686	 295,2581	 294,0422	 294,0765	 294,9113	 295,6280
45500	 295,0815	 294,1533	 294,8686	 295,2581	 294,0422	 294,0765	 294,9113	 295,6280
45550	 295,0815	 294,1533	 294,8686	 295,2581	 294,0422	 294,0765	 294,9113	 295,6280
45600	 295,0842	 294,1533	 294,8686	 295,2581	 294,0469	 294,0765	 294,9113	 295,6141
45650	 295,0842	 294,1533	 294,8686	 295,2581	 294,0469	 294,0765	 294,9113	 295,6141
45700	 295,0842	 294,1533	 294,8686	 295,2581	 294,0469	 294,0765	 294,9113	 295,6141
45750	 295,0842	 294,1533	 294,8770	 295,2581	 294,0469	 294,0765	 294,9113	 295,6141
45800	 295,0842	 294,1533	 294,8770	 295,2581	 294,0469	 294,0765	 294,9113	 295,6141
45850	 295,0842	 294,1533	 294,8770	 295,2581	 294,0469	 294,0765	 294,9113	 295,6141
45900	 295,0842	 294,1755	 294,8770	 295,2581	 294,0469	 294,0710	 294,9224	 295,6141
45950	 295,0842	 294,1755	 294,8770	 295,2581	 294,0469	 294,0710	 294,9224	 295,6141
46000	 295,0999	 294,1913	 294,8927	 295,2738	 294,0469	 294,0710	 294,9224	 295,6141
46050	 295,0999	 294,1913	 294,8927	 295,2646	 294,0469	 294,0710	 294,9224	 295,6141
46100	 295,0999	 294,1913	 294,8927	 295,2646	 294,0469	 294,0710	 294,9224	 295,6141
46150	 295,0999	 294,1913	 294,8927	 295,2646	 294,0469	 294,0710	 294,9224	 295,6141
46200	 295,1027	 294,1913	 294,8927	 295,2646	 294,0608	 294,0710	 294,9224	 295,6243
46250	 295,1027	 294,1913	 294,8927	 295,2646	 294,0608	 294,0710	 294,9224	 295,6243
46300	 295,1027	 294,1913	 294,8927	 295,2646	 294,0608	 294,0710	 294,9224	 295,6243
46350	 295,1027	 294,1913	 294,8927	 295,2646	 294,0608	 294,0710	 294,9224	 295,6243
46400	 295,1027	 294,1913	 294,8927	 295,2646	 294,0608	 294,0710	 294,9224	 295,6243
46450	 295,1027	 294,1913	 294,9019	 295,2646	 294,0608	 294,0710	 294,9224	 295,6243
46500	 295,1027	 294,1839	 294,9019	 295,2646	 294,0608	 294,0608	 294,9030	 295,6243
46550	 295,1027	 294,1839	 294,9019	 295,2646	 294,0608	 294,0608	 294,9030	 295,6243
46600	 295,1027	 294,1839	 294,9019	 295,2646	 294,0608	 294,0608	 294,9030	 295,6243
46650	 295,1027	 294,1839	 294,9019	 295,2646	 294,0608	 294,0608	 294,9030	 295,6243
46700	 295,1027	 294,1839	 294,9019	 295,2692	 294,0608	 294,0608	 294,9030	 295,6243
46750	 295,1027	 294,1839	 294,9019	 295,2692	 294,0608	 294,0608	 294,9030	 295,6243
46800	 295,1027	 294,1839	 294,9019	 295,2692	 294,0608	 294,0608	 294,9030	 295,6104
46850	 295,0926	 294,1839	 294,9019	 295,2692	 294,0422	 294,0608	 294,9030	 295,6104
46900	 295,0926	 294,1839	 294,9019	 295,2692	 294,0422	 294,0608	 294,9030	 295,6104
46950	 295,0926	 294,1839	 294,9019	 295,2692	 294,0422	 294,0608	 294,9187	 295,6262
47000	 295,0768	 294,1681	 294,8807	 295,2534	 294,0580	 294,0765	 294,9187	 295,6262
47050	 295,0768	 294,1681	 294,8807	 295,2534	 294,0580	 294,0765	 294,9187	 295,6262
47100	 295,0768	 294,1681	 294,8807	 295,2534	 294,0580	 294,0765	 294,9187	 295,6262
47150	 295,0768	 294,1635	 294,8807	 295,2534	 294,0580	 294,0774	 294,9233	 295,6262
47200	 295,0768	 294,1635	 294,8807	 295,2534	 294,0580	 294,0774	 294,9233	 295,6262
47250	 295,0768	 294,1635	 294,8807	 295,2534	 294,0580	 294,0774	 294,9233	 295,6262
47300	 295,0768	 294,1635	 294,8807	 295,2534	 294,0580	 294,0774	 294,9233	 295,6262
47350	 295,0768	 294,1635	 294,8807	 295,2534	 294,0580	 294,0774	 294,9233	 295,6262
47400	 295,0768	 294,1635	 294,8807	 295,2562	 294,0580	 294,0774	 294,9233	 295,6262
47450	 295,0796	 294,1635	 294,8807	 295,2562	 294,0580	 294,0774	 294,9233	 295,6391
47500	 295,0796	 294,1635	 294,8807	 295,2562	 294,0580	 294,0774	 294,9233	 295,6391
47550	 295,0796	 294,1635	 294,8807	 295,2562	 294,0663	 294,0774	 294,9233	 295,6391
47600	 295,0796	 294,1635	 294,8807	 295,2562	 294,0663	 294,0774	 294,9233	 295,6391
47650	 295,0796	 294,1635	 294,8807	 295,2562	 294,0663	 294,0774	 294,9233	 295,6391
47700	 295,0796	 294,1635	 294,8862	 295,2562	 294,0663	 294,0774	 294,9233	 295,6391
47750	 295,0796	 294,1635	 294,8862	 295,2562	 294,0663	 294,0774	 294,9233	 295,6391
47800	 295,0796	 294,1635	 294,8862	 295,2562	 294,0663	 294,0774	 294,9178	 295,6391
47850	 295,0796	 294,1635	 294,8862	 295,2562	 294,0663	 294,0793	 294,9178	 295,6391
47900	 295,0796	 294,1635	 294,8862	 295,2562	 294,0663	 294,0793	 294,9178	 295,6391
47950	 295,0796	 294,1635	 294,8862	 295,2562	 294,0663	 294,0793	 294,9178	 295,6391
48000	 295,0796	 294,1635	 294,8862	 295,2544	 294,0663	 294,0793	 294,9178	 295,6391
48050	 295,0796	 294,1635	 294,8862	 295,2544	 294,0663	 294,0793	 294,9178	 295,6391
48100	 295,0796	 294,1635	 294,8862	 295,2544	 294,0663	 294,0793	 294,9178	 295,6326
48150	 295,0935	 294,1635	 294,8862	 295,2544	 294,0598	 294,0793	 294,9178	 295,6326
48200	 295,0935	 294,1635	 294,8862	 295,2544	 294,0598	 294,0793	 294,9178	 295,6326
48250	 295,0935	 294,1635	 294,8862	 295,2544	 294,0598	 294,0793	 294,9178	 295,6326
48300	 295,0935	 294,1635	 294,8816	 295,2544	 294,0598	 294,0793	 294,9178	 295,6326
48350	 295,0935	 294,1635	 294,8816	 295,2544	 294,0598	 294,0793	 294,9178	 295,6326
48400	 295,0935	 294,1635	 294,8816	 295,2544	 294,0598	 294,0793	 294,9289	 295,6326
48450	 295,0935	 294,1617	 294,8816	 295,2544	 294,0598	 294,0950	 294,9289	 295,6326
48500	 295,0935	 294,1617	 294,8816	 295,2544	 294,0598	 294,0950	 294,9289	 295,6326
48550	 295,0935	 294,1617	 294,8816	 295,2544	 294,0598	 294,0950	 294,9289	 295,6326
48600	 295,0935	 294,1617	 294,8816	 295,2571	 294,0598	 294,0950	 294,9289	 295,6326
48650	 295,0935	 294,1617	 294,8816	 295,2571	 294,0598	 294,0950	 294,9289	 295,6326
48700	 295,0935	 294,1617	 294,8816	 295,2571	 294,0598	 294,0950	 294,9289	 295,6299
48750	 295,0805	 294,1617	 294,8816	 295,2571	 294,0691	 294,0950	 294,9289	 295,6299
48800	 295,0805	 294,1617	 294,8816	 295,2571	 294,0691	 294,0950	 294,9289	 295,6299
48850	 295,0805	 294,1617	 294,8816	 295,2571	 294,0691	 294,0950	 294,9289	 295,6299
48900	 295,0805	 294,1617	 294,8816	 295,2571	 294,0691	 294,0950	 294,9289	 295,6299
48950	 295,0805	 294,1617	 294,8816	 295,2571	 294,0691	 294,0950	 294,9289	 295,6299
49000	 295,0648	 294,1459	 294,8612	 295,2414	 294,0691	 294,0950	 294,9289	 295,6299
49050	 295,0648	 294,1468	 294,8612	 295,2414	 294,0691	 294,0756	 294,9270	 295,6299
49100	 295,0648	 294,1468	 294,8612	 295,2414	 294,0691	 294,0756	 294,9270	 295,6299
49150	 295,0648	 294,1468	 294,8612	 295,2414	 294,0691	 294,0756	 294,9270	 295,6299
49200	 295,0648	 294,1468	 294,8612	 295,2414	 294,0691	 294,0756	 294,9270	 295,6299
49250	 295,0648	 294,1468	 294,8612	 295,2414	 294,0691	 294,0756	 294,9270	 295,6299
49300	 295,0648	 294,1468	 294,8612	 295,2349	 294,0691	 294,0756	 294,9270	 295,6299
49350	 295,0648	 294,1468	 294,8612	 295,2349	 294,0691	 294,0756	 294,9270	 295,6299
49400	 295,0750	 294,1468	 294,8612	 295,2349	 294,0691	 294,0756	 294,9270	 295,6354
49450	 295,0750	 294,1468	 294,8612	 295,2349	 294,0756	 294,0756	 294,9270	 295,6354
49500	 295,0750	 294,1468	 294,8612	 295,2349	 294,0756	 294,0756	 294,9270	 295,6354
49550	 295,0750	 294,1468	 294,8612	 295,2349	 294,0756	 294,0756	 294,9270	 295,6354
49600	 295,0750	 294,1468	 294,8705	 295,2349	 294,0756	 294,0756	 294,9270	 295,6354
49650	 295,0750	 294,1468	 294,8705	 295,2349	 294,0756	 294,0756	 294,9270	 295,6354
49700	 295,0750	 294,1496	 294,8705	 295,2349	 294,0756	 294,0756	 294,9178	 295,6354
49750	 295,0750	 294,1496	 294,8705	 295,2349	 294,0756	 294,0774	 294,9178	 295,6354
49800	 295,0750	 294,1496	 294,8705	 295,2349	 294,0756	 294,0774	 294,9178	 295,6354
49850	 295,0750	 294,1496	 294,8705	 295,2349	 294,0756	 294,0774	 294,9178	 295,6354
49900	 295,0750	 294,1496	 294,8705	 295,2442	 294,0756	 294,0774	 294,9178	 295,6354
49950	 295,0750	 294,1496	 294,8705	 295,2442	 294,0756	 294,0774	 294,9178	 295,6354
50000	 295,0750	 294,1496	 294,8547	 295,2285	 294,0756	 294,0774	 294,9178	 295,6382
50050	 295,0611	 294,1339	 294,8547	 295,2285	 294,0663	 294,0774	 294,9178	 295,6382
50100	 295,0611	 294,1339	 294,8547	 295,2285	 294,0663	 294,0774	 294,9178	 295,6382
50150	 295,0611	 294,1339	 294,8547	 295,2285	 294,0663	 294,0774	 294,9178	 295,6382
50200	 295,0611	 294,1339	 294,8529	 295,2285	 294,0663	 294,0774	 294,9178	 295,6382
50250	 295,0611	 294,1339	 294,8529	 295,2285	 294,0663	 294,0774	 294,9178	 295,6382
50300	 295,0611	 294,1339	 294,8529	 295,2285	 294,0663	 294,0774	 294,9298	 295,6382
50350	 295,0611	 294,1366	 294,8529	 295,2285	 294,0663	 294,0895	 294,9298	 295,6382
50400	 295,0611	 294,1366	 294,8529	 295,2285	 294,0663	 294,0895	 294,9298	 295,6382
50450	 295,0611	 294,1366	 294,8529	 295,2285	 294,0663	 294,0895	 294,9298	 295,6382
50500	 295,0611	 294,1366	 294,8529	 295,2275	 294,0663	 294,0895	 294,9298	 295,6382
50550	 295,0611	 294,1366	 294,8529	 295,2275	 294,0663	 294,0895	 294,9298	 295,6382
50600	 295,0611	 294,1366	 294,8529	 295,2275	 294,0663	 294,0895	 294,9298	 295,6382
50650	 295,0527	 294,1366	 294,8529	 295,2275	 294,0784	 294,0895	 294,9298	 295,6428
50700	 295,0527	 294,1366	 294,8529	 295,2275	 294,0784	 294,0895	 294,9298	 295,6428
50750	 295,0527	 294,1366	 294,8529	 295,2275	 294,0784	 294,0895	 294,9298	 295,6428
50800	 295,0527	 294,1366	 294,8529	 295,2275	 294,0784	 294,0895	 294,9298	 295,6428
50850	 295,0527	 294,1366	 294,8529	 295,2275	 294,0784	 294,0895	 294,9298	 295,6428
50900	 295,0527	 294,1366	 294,8538	 295,2275	 294,0784	 294,0895	 294,9298	 295,6428
50950	 295,0527	 294,1283	 294,8538	 295,2275	 294,0784	 294,0895	 294,9362	 295,6428
51000	 295,0527	 294,1283	 294,8538	 295,2275	 294,0784	 294,0895	 294,9362	 295,6428
51050	 295,0527	 294,1283	 294,8538	 295,2275	 294,0784	 294,0811	 294,9362	 295,6428
51100	 295,0527	 294,1283	 294,8538	 295,2275	 294,0784	 294,0811	 294,9362	 295,6428
51150	 295,0527	 294,1283	 294,8538	 295,2275	 294,0784	 294,0811	 294,9362	 295,6428
51200	 295,0527	 294,1283	 294,8538	 295,2321	 294,0784	 294,0811	 294,9362	 295,6428
51250	 295,0527	 294,1283	 294,8538	 295,2321	 294,0784	 294,0811	 294,9362	 295,6428
51300	 295,0527	 294,1283	 294,8538	 295,2321	 294,0784	 294,0811	 294,9362	 295,6326
51350	 295,0417	 294,1283	 294,8538	 295,2321	 294,0700	 294,0811	 294,9362	 295,6326
51400	 295,0417	 294,1283	 294,8538	 295,2321	 294,0700	 294,0811	 294,9362	 295,6326
51450	 295,0417	 294,1283	 294,8538	 295,2321	 294,0700	 294,0811	 294,9362	 295,6326
51500	 295,0417	 294,1283	 294,8501	 295,2321	 294,0700	 294,0811	 294,9362	 295,6326
51550	 295,0417	 294,1283	 294,8501	 295,2321	 294,0700	 294,0811	 294,9362	 295,6326
51600	 295,0417	 294,1283	 294,8501	 295,2321	 294,0700	 294,0811	 294,9224	 295,6326
51650	 295,0417	 294,1274	 294,8501	 295,2321	 294,0700	 294,0885	 294,9224	 295,6326
51700	 295,0417	 294,1274	 294,8501	 295,2321	 294,0700	 294,0885	 294,9224	 295,6326
51750	 295,0417	 294,1274	 294,8501	 295,2321	 294,0700	 294,0885	 294,9224	 295,6326
51800	 295,0417	 294,1274	 294,8501	 295,2247	 294,0700	 294,0885	 294,9224	 295,6326
51850	 295,0417	 294,1274	 294,8501	 295,2247	 294,0700	 294,0885	 294,9224	 295,6326
51900	 295,0417	 294,1274	 294,8501	 295,2247	 294,0700	 294,0885	 294,9224	 295,6400
51950	 295,0518	 294,1274	 294,8501	 295,2247	 294,0700	 294,0885	 294,9224	 295,6400
52000	 295,0518	 294,1274	 294,8501	 295,2247	 294,0700	 294,0885	 294,9224	 295,6400
52050	 295,0361	 294,1116	 294,8344	 295,2090	 294,0700	 294,0885	 294,9224	 295,6400
52100	 295,0361	 294,1116	 294,8344	 295,2090	 294,0700	 294,0885	 294,9224	 295,6400
52150	 295,0361	 294,1116	 294,8344	 295,2090	 294,0700	 294,0885	 294,9224	 295,6400
52200	 295,0361	 294,1116	 294,8353	 295,2090	 294,0700	 294,0885	 294,9224	 295,6400
52250	 295,0361	 294,1181	 294,8353	 295,2090	 294,0700	 294,0756	 294,9307	 295,6400
52300	 295,0361	 294,1181	 294,8353	 295,2090	 294,0700	 294,0756	 294,9307	 295,6400
52350	 295,0361	 294,1181	 294,8353	 295,2090	 294,0700	 294,0756	 294,9307	 295,6400
52400	 295,0361	 294,1181	 294,8353	 295,2090	 294,0700	 294,0756	 294,9307	 295,6400
52450	 295,0361	 294,1181	 294,8353	 295,2090	 294,0700	 294,0756	 294,9307	 295,6400
52500	 295,0361	 294,1181	 294,8353	 295,2118	 294,0700	 294,0756	 294,9307	 295,6400
52550	 295,0361	 294,1181	 294,8353	 295,2118	 294,0700	 294,0756	 294,9307	 295,6262
52600	 295,0361	 294,1181	 294,8353	 295,2118	 294,0700	 294,0756	 294,9307	 295,6262
52650	 295,0361	 294,1181	 294,8353	 295,2118	 294,0978	 294,0756	 294,9307	 295,6262
52700	 295,0361	 294,1181	 294,8353	 295,2118	 294,0978	 294,0756	 294,9307	 295,6262
52750	 295,0361	 294,1181	 294,8353	 295,2118	 294,0978	 294,0756	 294,9307	 295,6262
